time_s,North_m,East_m,Down_m,Vel_N_ms,Vel_E_ms,Vel_D_ms,ECEF_X_m,ECEF_Y_m,ECEF_Z_m
0.25,-0.0006702053274219534,0.005395189389987773,-0.0002744311831333196,-0.005114431245223732,0.04001779216682995,-0.0019307602086435238,3509420.528522336,779147.2824205082,5250975.0308500575
0.26,-0.0007248463612660917,0.005817988029374828,-0.00029226758649855493,-0.005347562738925335,0.04152584143458715,-0.0018326372337672764,3509420.5284846,779147.2828452237,5250975.030834081
0.27,-0.0007803574121513421,0.006258946474580152,-0.0003130450040471788,-0.0054832813816218145,0.04323916657523409,-0.0019960340716363707,3509420.528445245,779147.2832881816,5250975.030820047
0.28,-0.0008372575494693225,0.006716481363304479,-0.0003355633043280483,-0.005621110923243306,0.044915378877763826,-0.0021665516565834535,3509420.5284043746,779147.2837477832,5250975.030806671
0.29,-0.0008966919675428809,0.007189363575690767,-0.0003569397788488807,-0.0058360127329522785,0.046497269949166725,-0.00214726797801415,3509420.5283615966,779147.2842226822,5250975.030790926
0.3,-0.000957253580826312,0.007678569451597603,-0.00037941614996113903,-0.005982745984819953,0.04811281760005324,-0.0022142062596841104,3509420.5283167944,779147.284713853,5250975.030775457
0.31,-0.0010188419863177084,0.008182334776490503,-0.0004041145979220834,-0.006100132024818851,0.04962196534290191,-0.002384633007752083,3509420.5282708853,779147.285219692,5250975.0307612475
0.32,-0.001084086017460732,0.008702192807302049,-0.0004278222060229691,-0.006382947517621222,0.051197855660897816,-0.002375423248434484,3509420.5282238955,779147.2857417756,5250975.030744163
0.33,-0.001148274062235811,0.009239395892298902,-0.00045222179230084276,-0.00640683678933886,0.05287949085527682,-0.002418467755810975,3509420.5281726737,779147.2862806871,5250975.030728245
0.34,-0.0012152071787791996,0.009793304145616837,-0.0004785838345698688,-0.00659785253527641,0.05455371620014168,-0.002563579663009353,3509420.5281211245,779147.2868366378,5250975.030712406
0.35000000000000003,-0.0012841579014490785,0.010361805451157497,-0.000505964258474615,-0.006796008917853437,0.05608465839022117,-0.00267988760881701,3509420.5280686,779147.2874073203,5250975.030696275
0.36,-0.0013530064105110773,0.010946474939347467,-0.0005332425127845686,-0.006855239459155813,0.057672851900812394,-0.0027118219905572154,3509420.528012433,779147.287993756,5250975.030680116
0.37,-0.0014233452931352094,0.011548874014293204,-0.0005638836406773626,-0.00697433002452712,0.0593842172273644,-0.002946711077215898,3509420.5279554725,779147.2885981768,5250975.030665901
0.38,-0.0014958123893201707,0.012165913567643795,-0.0005935449212353511,-0.007155921704753,0.06093071270554678,-0.0029596663134495035,3509420.527896519,779147.289217152,5250975.030649678
0.39,-0.0015698349315815942,0.01280021876864385,-0.0006239846351301573,-0.007320143600267368,0.06259725551330665,-0.003015863078917508,3509420.527835506,779147.2898533562,5250975.030633224
0.4,-0.0016483375272308522,0.01345026303303126,-0.0006571533024667972,-0.007673535706842748,0.0642020402854081,-0.003216561823194049,3509420.5277761966,779147.2905060608,5250975.030616508
0.41000000000000003,-0.0017290149986185636,0.014116150452458126,-0.0006898806711210079,-0.007936319366335673,0.06579318338807846,-0.0032540094545661286,3509420.527714967,779147.291174568,5250975.030598204
0.42,-0.001808784463142918,0.014798806161583234,-0.0007220513883279404,-0.007963383022337261,0.0674414485794065,-0.0032293817332012223,3509420.527649064,779147.2918592143,5250975.03057995
0.43,-0.0018916044869013609,0.015497912646595759,-0.0007565713767307958,-0.008175791999457688,0.06908758050322127,-0.003377801467399627,3509420.527583348,779147.2925607534,5250975.030561923
0.44,-0.0019775865568607636,0.016212265702980653,-0.0007918698580856565,-0.00845743544744555,0.07065273102062312,-0.0034791262590334626,3509420.5275173075,779147.2932778383,5250975.030542762
0.45,-0.002064901993391932,0.016942115867010728,-0.000826214483302874,-0.008640143092211,0.07220758989182215,-0.003449377427351629,3509420.527448461,779147.2940101746,5250975.030522062
0.46,-0.0021522542259191355,0.01769118057341666,-0.0008636013819122209,-0.008703540701678569,0.07400684089946781,-0.0036422575314238276,3509420.5273771496,779147.2947616461,5250975.030503858
0.47000000000000003,-0.0022418998661976456,0.018456931189550444,-0.0009010803434547393,-0.00887754439515183,0.07571898510464992,-0.0037127177915589936,3509420.5273041236,779147.2955298291,5250975.03048444
0.48,-0.002332887559420268,0.019239567647498377,-0.0009392140241123556,-0.009025018790657906,0.07741542508266087,-0.0037798169956784213,3509420.5272288807,779147.2963148169,5250975.030464808
0.49,-0.0024269844998276243,0.02003939068021553,-0.000979130957383122,-0.00928149352500822,0.07912667771891375,-0.00392103342476985,3509420.5271534016,779147.2971173574,5250975.030444903
0.5,-0.0025226690325272955,0.020852713004274482,-0.0010198189015310846,-0.00947280300736009,0.0805970477941728,-0.0040195513054539275,3509420.5270767016,779147.2979334547,5250975.030424743
0.51,-0.0026201539690793563,0.021682889180403342,-0.0010611229890204917,-0.009656579296595238,0.08221075837339324,-0.0040934949181129264,3509420.5269981404,779147.2987664031,5250975.03040408
0.52,-0.0027192723348878,0.022529613901576876,-0.0011045593710868214,-0.009826751055010812,0.08385190471010324,-0.004260255227939946,3509420.5269184816,779147.2996160593,5250975.030384261
0.53,-0.0028204399850251883,0.023392363018323287,-0.0011497260743429526,-0.010020075717760773,0.08546724743633552,-0.004431228359989831,3509420.526837954,779147.3004819371,5250975.030364721
0.54,-0.0029238301013304636,0.024270914396453222,-0.0011940862718552298,-0.010232725174401186,0.08705916974077922,-0.004434421251926087,3509420.5267553525,779147.3013635416,5250975.030343264
0.55,-0.003027525858272134,0.025165090686521355,-0.001240202921150551,-0.010323936761234635,0.088631472889959,-0.004552641553843633,3509420.5266705756,779147.3022606685,5250975.030323088
0.56,-0.0031346214534216186,0.02607541569416712,-0.0012886585836491215,-0.010581032646154911,0.09023215288115163,-0.00474793485103913,3509420.5265863272,779147.3031744546,5250975.030302934
0.5700000000000001,-0.0032439651703688732,0.027001341492917403,-0.0013365560702772812,-0.010816609204943978,0.09180576975494227,-0.0047758176306527105,3509420.526500206,779147.3041038056,5250975.030281055
0.58,-0.0033549992485718675,0.027943004873044883,-0.0013856458466744467,-0.011007831921245282,0.0933794752462097,-0.0048646019306769345,3509420.526412693,779147.3050489683,5250975.030259211
0.59,-0.0034678191199288945,0.028901910986274693,-0.0014368059690145012,-0.011190601444585566,0.09505356880215116,-0.0050321882319141285,3509420.5263240207,779147.3060115363,5250975.030238074
0.6,-0.003581076562535476,0.02987690448350122,-0.0014853714155457101,-0.011280708092388455,0.09668408815838647,-0.004915084195699918,3509420.5262307907,779147.3069895714,5250975.030214546
0.61,-0.0036968938541748274,0.030868390317291317,-0.0015349984945165274,-0.01148136721992043,0.09832707965560844,-0.0049468688763128705,3509420.5261366353,779147.3079842951,5250975.030190457
0.62,-0.0038143167651662523,0.031875365299398474,-0.0015874586368444194,-0.011655280954058916,0.099907356445211,-0.005146336637282245,3509420.5260419743,779147.3089947727,5250975.030167807
0.63,-0.003935182591893821,0.03289757458697146,-0.0016394387741961694,-0.011942803148137214,0.10144974633601009,-0.005180765755765334,3509420.5259465273,779147.3100206811,5250975.030142824
0.64,-0.004056413733424165,0.033937642354261235,-0.0016919489006572833,-0.012062984221601356,0.1031544376403921,-0.005227629615832424,3509420.5258477954,779147.3110641536,5250975.030118074
0.65,-0.004179775512522268,0.03499444881708794,-0.0017470048963786457,-0.01224510739972865,0.10483857555553767,-0.005412942026730571,3509420.525748553,779147.312124659,5250975.0300942315
0.66,-0.004305474445356011,0.0360663098844205,-0.0018023538950511248,-0.01246163168906363,0.10640359136054536,-0.005494275497696239,3509420.5256480956,779147.3132003157,5250975.030069317
0.67,-0.004433341566874825,0.03715499831339837,-0.001856645488366763,-0.01267831266503938,0.10804709468851213,-0.005450874669770624,3509420.5255451608,779147.3142926595,5250975.030042308
