time_s,North_m,East_m,Down_m,Vel_N_ms,Vel_E_ms,Vel_D_ms,ECEF_X_m,ECEF_Y_m,ECEF_Z_m
87.39,370.201728775256,18.896135807893515,-112.57973020833631,10.137294282953032,-6.59969186614042,-4.153158074567435,3509179.3860926665,779113.095671844,5251276.298845344
87.4,370.30295529244063,18.83022340554897,-112.62129802660698,10.127532607075954,-6.594057447479617,-4.155573922329627,3509179.341481334,779113.0182501074,5251276.390140688
87.41,370.40438383669095,18.764270036337976,-112.66280169489204,10.137747174200415,-6.594910434219195,-4.152102573900862,3509179.2966805766,779112.9407443511,5251276.48149659
87.42,370.50561833899496,18.69840630414398,-112.70433126158801,10.128215880413581,-6.589218963016987,-4.152671989534361,3509179.252031251,779112.8633640347,5251276.572764793
87.43,370.60698287591424,18.632324317078876,-112.74601650908042,10.133707755035548,-6.6018721357185814,-4.1632405117650535,3509179.20740972,779112.78576632,5251276.664234853
87.44,370.70845521553724,18.566071188483136,-112.78765173096346,10.142725237239436,-6.617499291183482,-4.163428306723473,3509179.162710795,779112.7079761139,5251276.7557241665
87.45,370.80989740617093,18.499902904590968,-112.82905897607702,10.143721105874498,-6.617052038573004,-4.148292472502114,3509179.1178926695,779112.6302463539,5251276.8470080085
87.46000000000001,370.9116008920961,18.433824729722055,-112.87028123733296,10.161472744348917,-6.610895677274825,-4.130914938443623,3509179.072742532,779112.5525351851,5251276.938285817
87.47,371.0132605184878,18.367868476736845,-112.91160519656648,10.164466029192745,-6.600715421200878,-4.1319022604878715,3509179.0276572034,779112.4749632955,5251277.029623059
87.48,371.1149693528822,18.30208263701075,-112.95302803647127,10.16874431051159,-6.58596112168571,-4.138823428686079,3509178.9825494974,779112.3975610004,5251277.121069737
87.49,371.21680274963273,18.236247487024592,-112.99453513550318,10.178474565403874,-6.584330384375926,-4.146747784292319,3509178.9373981794,779112.3200985119,5251277.212656135
87.5,371.3187919605697,18.170410008239877,-113.03616663738606,10.192105598145401,-6.583942049352128,-4.157682742892229,3509178.8921898757,779112.2426209861,5251277.304433022
87.51,371.42076061102676,18.104558691188203,-113.07803730429802,10.19527857133545,-6.584735154354877,-4.177272039314865,3509178.8471324607,779112.1651627847,5251277.396396116
87.52,371.52273197162515,18.038748164976504,-113.12014292557569,10.19651689522788,-6.58228014011585,-4.199465443333647,3509178.802192997,779112.0877725546,5251277.4885550225
87.53,371.6246218725496,17.973071002665364,-113.16241600117172,10.191499040033131,-6.5725708831309175,-4.218026910513211,3509178.7573823133,779112.0105475268,5251277.5808065925
87.54,371.72655002367435,17.907279805088457,-113.20462298423706,10.192376448193256,-6.576936804849396,-4.219807876067568,3509178.712529185,779111.9331962637,5251277.673025019
87.55,371.82854106771083,17.841216262708713,-113.24667178488718,10.196861741402614,-6.596548432195569,-4.209856016839067,3509178.6675974783,779111.8555485788,5251277.765148007
87.56,371.93045521241635,17.775349061369944,-113.28858490635594,10.19323022867275,-6.589996235336623,-4.197493438373446,3509178.622610812,779111.7780898138,5251277.857115558
87.57000000000001,372.0321958877948,17.709661261144177,-113.33044645801382,10.180455097215527,-6.5758520996893015,-4.189934579089078,3509178.577696988,779111.7008309902,5251277.948942919
87.58,372.13410936130936,17.64407870090669,-113.37215977332994,10.187716601216984,-6.564121390106853,-4.177532529464803,3509178.5325394855,779111.6236258687,5251278.04074487
87.59,372.23602177942735,17.57862129443678,-113.41378780624106,10.19006672517708,-6.551867571537552,-4.16771304072661,3509178.487308893,779111.5465327211,5251278.132475706
87.60000000000001,372.3379649778078,17.513243466408,-113.45528749629548,10.192902148669207,-6.54247773204568,-4.155883708437154,3509178.44196575,779111.4694961017,5251278.224117721
87.61,372.4398593103105,17.44802450484807,-113.49672125039768,10.190589547208626,-6.528756688711228,-4.147544861334659,3509178.396591426,779111.3926152943,5251278.315677735
87.62,372.54166089570725,17.382990800460398,-113.53829447267736,10.183635542359157,-6.511832532274561,-4.154063118948845,3509178.3513283827,779111.3159489611,5251278.407300923
87.63,372.64339078440867,17.31816558022045,-113.57980314776691,10.176537778217591,-6.492292195655238,-4.151932739354131,3509178.306042597,779111.2394911392,5251278.498830419
87.64,372.74512818441485,17.253495088317635,-113.62120994105513,10.174672594992687,-6.475463527851979,-4.1444304586863465,3509178.2606612835,779111.1631706044,5251278.590279891
87.65,372.8468580499126,17.188894410214836,-113.66253707539886,10.173548589612224,-6.465199719285167,-4.136619120400144,3509178.2152271913,779111.0869098656,5251278.681659255
87.66,372.94858345825526,17.12418302854914,-113.70378753191594,10.172876755571062,-6.4691586895723745,-4.128903477499804,3509178.169778598,779111.0105325083,5251278.772972707
87.67,373.05032505224017,17.059440366562136,-113.74511366099208,10.17373184586055,-6.47256370382228,-4.131376416058541,3509178.1243652594,779110.934130936,5251278.864357835
87.68,373.151867079215,16.99477970357426,-113.78652370100681,10.16071241415675,-6.4682321076922875,-4.137794824460608,3509178.0791413146,779110.8578554079,5251278.955700128
87.69,373.2534542079403,16.92999823640031,-113.82801472803521,10.159379381074219,-6.474841853613068,-4.145333436246074,3509178.0339516024,779110.7814637342,5251279.047134753
87.7,373.35501226349334,16.86513413402197,-113.86960117313552,10.156996840277337,-6.482554113510757,-4.154207511221056,3509177.9888556506,779110.7050082296,5251279.138631932
87.71000000000001,373.4565381851047,16.800399370981097,-113.91116873111059,10.154060387885384,-6.47650225125453,-4.155906363454077,3509177.9437472383,779110.6286824471,5251279.230095424
87.72,373.557970609775,16.735807573598734,-113.95284057373277,10.146848445078895,-6.4649539168553405,-4.163424985396299,3509177.898740564,779110.5525256989,5251279.321592574
87.73,373.65936922994456,16.6712932604593,-113.99468778171533,10.142190861164455,-6.455938846437721,-4.177622215755128,3509177.8538406533,779110.4764720248,5251279.413215728
87.74,373.7607059186823,16.60667552681943,-114.0366373281513,10.13650953940136,-6.45982852952011,-4.189177135453176,3509177.809069332,779110.400340961,5251279.504888681
87.75,373.8620206443446,16.542210775770172,-114.07872779129394,10.13315153743256,-6.450926253619961,-4.202423260718837,3509177.7643599412,779110.3243803541,5251279.59666581
87.76,373.9632188865332,16.477766676768375,-114.12099257004917,10.124266663846068,-6.446582028063221,-4.218459722691692,3509177.7198357987,779110.2484820304,5251279.688521582
87.77,374.0644089786291,16.41322364470232,-114.16331253213536,10.120761699144824,-6.451729481549548,-4.227484040638107,3509177.6753699714,779110.1724953115,5251279.7804184025
87.78,374.1656323595017,16.348541567125245,-114.20563604249298,10.121812644330642,-6.462715005646356,-4.230728733345694,3509177.630909356,779110.0963673185,5251279.872336877
87.79,374.26685045032116,16.283783260506617,-114.2476947184987,10.121810265531046,-6.471458786083686,-4.21415464941435,3509177.5863241493,779110.0201335793,5251279.96403338
87.8,374.3680065718176,16.21911685558272,-114.28963184467952,10.117678211068677,-6.468246596689013,-4.200526650334252,3509177.5417023236,779109.9439858494,5251280.055594525
87.81,374.46913484117806,16.154542132559975,-114.33155371894068,10.114444037171186,-6.4610637292543975,-4.1949671573153555,3509177.497074738,779109.867930755,5251280.147127396
87.82000000000001,374.5704127720363,16.089733658234515,-114.37326363612772,10.123343420662618,-6.474252872687723,-4.178983580329028,3509177.452260644,779109.7915948099,5251280.238569155
87.83,374.67161466470753,16.024844991534835,-114.41483926737115,10.121240666303871,-6.4839954050163895,-4.1647033040326376,3509177.407451596,779109.71517784,5251280.329857113
87.84,374.77286807600217,15.960059909893502,-114.45642805721619,10.12397427700258,-6.480337255403201,-4.160820389972932,3509177.362585732,779109.6388543632,5251280.421184922
87.85000000000001,374.8742076334649,15.89525518707223,-114.4980070549035,10.130628596819172,-6.480427283014305,-4.15887332416223,3509177.3176492066,779109.5624950792,5251280.512553075
87.86,374.97562803290145,15.83039195033043,-114.53962321155441,10.138236167618825,-6.484358221266816,-4.160701581176261,3509177.272680502,779109.4860687122,5251280.603997416
87.87,375.07714689898285,15.765305028130257,-114.5813254523155,10.147336464461436,-6.500580881883389,-4.167049887851529,3509177.227728047,779109.4094168209,5251280.695568311
87.88,375.1788607073413,15.700129862958363,-114.62263883972813,10.163366030976231,-6.511871319089061,-4.1432424979113645,3509177.182423884,779109.3325964531,5251280.786927278
87.89,375.2804518878032,15.635145638992512,-114.66397335667318,10.160534067322642,-6.502905378576799,-4.136715329128362,3509177.1371889287,779109.255987041,5251280.878234761
87.9,375.38232808045063,15.57015231351297,-114.70567514122908,10.178590865303503,-6.500523494997558,-4.159024109728417,3509177.091927482,779109.1793624243,5251280.970006213
87.91,375.48420932727356,15.505022485279618,-114.74737943208254,10.184946733069864,-6.508829720560721,-4.16662743748688,3509177.046692916,779109.1026039491,5251281.061782579
87.92,375.5859787165966,15.440100545796788,-114.78949472198812,10.179608166400067,-6.497739211990692,-4.1965617731943325,3509177.0017292127,779109.0261185603,5251281.153835907
87.93,375.68786195873804,15.375274170194025,-114.83177474719818,10.185418869039655,-6.487671446866884,-4.217522308526475,3509176.956743321,779108.9497261362,5251281.246089479
87.94,375.7896642572392,15.310495454479884,-114.87400442875031,10.18195950735123,-6.481138203814836,-4.221152901946075,3509176.9117848054,779108.8733886103,5251281.338255905
87.95,375.89133975856225,15.245965391338032,-114.91662124104462,10.172353235820966,-6.462383618776309,-4.248171809504706,3509176.8670872743,779108.7973637342,5251281.430671154
87.96000000000001,375.99312135638934,15.181440518248102,-114.959191282836,10.176224257943527,-6.455786086241974,-4.254060046837373,3509176.822277296,779108.7213192094,5251281.523107388
87.97,376.0949736227202,15.116920313454358,-115.00161966913109,10.18222579853523,-6.4532756896576595,-4.24657909522052,3509176.7773314947,779108.6452493118,5251281.615466224
87.98,376.1968668987996,15.052571930817948,-115.0439247205014,10.186960324675557,-6.4409840805993035,-4.2358631449419955,3509176.732247642,779108.5693247704,5251281.707746133
87.99,376.2987643332042,14.988419052398712,-115.08633499524913,10.188815724684856,-6.423853263346402,-4.239306058134726,3509176.687175822,779108.493603165,5251281.800115392
88.0,376.40057176388655,14.92422815496657,-115.1288393685451,10.18343395191592,-6.420677586037828,-4.246726896550888,3509176.642236555,779108.4178720438,5251281.89251185
88.01,376.50235483269546,14.860018741182202,-115.1714590635817,10.180015869969886,-6.4208534558593024,-4.256888630840884,3509176.5973842745,779108.3421412677,5251281.984989971
88.02,376.60413012366075,14.795876282993298,-115.21420933295065,10.17835800467423,-6.416448368887897,-4.268980815596508,3509176.5525954408,779108.2664931638,5251282.077571692
88.03,376.70593183524045,14.731821759551927,-115.25705798276425,10.179566763965719,-6.409117686206195,-4.279570222629387,3509176.5078202267,779108.1909381595,5251282.170249622
88.04,376.80769887656743,14.66775877691726,-115.3001005201146,10.177658348483181,-6.407238072910657,-4.296025914165029,3509176.4631812703,779108.1154047414,5251282.263068385
88.05,376.9094896782357,14.603779685029473,-115.34312515633229,10.17860620302465,-6.401018831515756,-4.300317729696978,3509176.4184951237,779108.0399467797,5251282.355885707
88.06,377.0112968032945,14.53991372253337,-115.3859545013504,10.180010408169819,-6.391403791459191,-4.2887289677288205,3509176.3736640736,779107.9645725312,5251282.448550718
88.07000000000001,377.11306676609564,14.47623141015125,-115.42871659093854,10.178000961723406,-6.375955429988943,-4.280382279250407,3509176.3287862986,779107.8893760308,5251282.541139217
88.08,377.2149310788926,14.412647632884685,-115.47159667001338,10.18362119472635,-6.364236963395031,-4.285466044184138,3509176.2838757737,779107.8142731937,5251282.633878339
88.09,377.31682436619445,14.349158688512226,-115.51437781435288,10.18742620845771,-6.3540086179587405,-4.280564966541963,3509176.2388669937,779107.7392456845,5251282.726551943
88.10000000000001,377.4185633242337,14.285800415848499,-115.5569921931565,10.178405905987082,-6.341887723683743,-4.267813577769333,3509176.1938629285,779107.6643530754,5251282.8190008635
88.11,377.52034009091494,14.22267408258648,-115.59924027658258,10.177919703246053,-6.322384805622484,-4.239143403972619,3509176.1485769907,779107.5896354731,5251282.911168149
88.12,377.6220748103305,14.159675051048339,-115.6410963052463,10.174954516781714,-6.307397046641279,-4.203449744430636,3509176.103082183,779107.5150018997,5251283.002987593
88.13,377.7237874653448,14.096748095041406,-115.68276409226215,10.172495185534064,-6.297596081762685,-4.179002380744438,3509176.057486228,779107.4404197006,5251283.094638971
88.14,377.82546258977106,14.033966270480605,-115.72451236936016,10.169173372438848,-6.284653665101474,-4.176219274168095,3509176.0119333006,779107.3659957194,5251283.186335802
88.15,377.92709251557744,13.971250581124515,-115.76644401016085,10.16505286300349,-6.275930513292118,-4.187515834183969,3509175.966503185,779107.2916667501,5251283.2781588435
88.16,378.0286138335159,13.908443926841684,-115.80853255996252,10.156438807222276,-6.279087121220057,-4.201741898203779,3509175.9212665968,779107.217287567,5251283.370050563
88.17,378.1301051426202,13.845495243300213,-115.85080345816922,10.151566871804818,-6.28960794942286,-4.218640543876363,3509175.876185118,779107.1427973332,5251283.462076194
88.18,378.23145877811135,13.782497875043006,-115.89331648123814,10.140764656893932,-6.296360532739395,-4.240415031376867,3509175.8313582465,779107.068313756,5251283.554224624
88.19,378.33271482318196,13.719446202064404,-115.93603840232302,10.13065786358674,-6.302231718806329,-4.261599751885854,3509175.786736602,779106.9938201156,5251283.6464909185
88.2,378.4339289202949,13.656228377800971,-115.97884736626818,10.124492439788874,-6.315265529716331,-4.274464213445996,3509175.7422326147,779106.9191824,5251283.738805601
88.21000000000001,378.5350934365153,13.592988310518201,-116.02153747998901,10.119131913247813,-6.3210929990674245,-4.270828982983188,3509175.697708229,779106.844517371,5251283.8309941245
88.22,378.6362657843896,13.529775867776358,-116.06399333868899,10.117867148689912,-6.321193859207937,-4.254000234583497,3509175.6530429376,779106.7698493559,5251283.922993342
88.23,378.73738141360934,13.466612015635626,-116.10641460688802,10.113664318126208,-6.317988098453482,-4.24608463257252,3509175.6083939127,779106.695234726,5251284.0149320625
88.24,378.83850650404037,13.403522133403676,-116.14887283938941,10.112894141754072,-6.311988181482307,-4.245910399233693,3509175.56374151,779106.620695117,5251284.106906669
88.25,378.93959580957784,13.340315381671545,-116.19132801482246,10.110251729780575,-6.317779515885182,-4.245648480647554,3509175.5191416466,779106.5460474576,5251284.198858625
88.26,379.04065480882264,13.277152256103932,-116.23372028153727,10.107350546807028,-6.316801548672855,-4.241367317018125,3509175.4745222586,779106.4714401518,5251284.290741519
88.27,379.14162283166627,13.21400993713241,-116.27619901559461,10.10031836411558,-6.315088451687845,-4.245704669683463,3509175.4300192697,779106.3968800016,5251284.382644756
88.28,379.24252117259687,13.15067942209523,-116.31896254753246,10.09332882695347,-6.327063829063583,-4.266137037178458,3509175.385769664,779106.3221833281,5251284.474744312
88.29,379.343417150115,13.087313958340552,-116.3620213488694,10.09084147936928,-6.333385535472855,-4.292632461802575,3509175.3416916314,779106.2474889469,5251284.567086703
88.3,379.4442201750478,13.024100026048757,-116.40515568517185,10.083815494560373,-6.325390674218252,-4.306499935919258,3509175.2976972586,779106.1729683606,5251284.659439285
88.31,379.5450134805639,12.960781945995379,-116.44830070012159,10.080825553576046,-6.329668896693418,-4.3118343259547185,3509175.253739167,779106.0983491456,5251284.751795232
88.32000000000001,379.6458647662596,12.897353263192727,-116.49120967233966,10.083694237402357,-6.338468486905177,-4.29787626748661,3509175.2096286644,779106.0235827971,5251284.8439885955
88.33,379.74684248648924,12.833798337666764,-116.5339597177429,10.0930794112135,-6.349817872934664,-4.282628468283038,3509175.1653562137,779105.948651177,5251284.936121637
88.34,379.8477306542458,12.770420410919229,-116.57641281912476,10.09023761963528,-6.341801089232231,-4.257749587556568,3509175.1209546826,779105.8738722075,5251285.027958773
88.35000000000001,379.9485794213248,12.707224809934559,-116.61896689517374,10.08666368206764,-6.326973772949557,-4.2561883134024106,3509175.076600872,779105.7992905979,5251285.119857251
88.36,380.0495180881036,12.643933492883981,-116.66163228430074,10.091465686426577,-6.328412399662125,-4.263088727927408,3509175.0322563406,779105.7246130018,5251285.211898328
88.37,380.1503486768246,12.580596843845697,-116.70440915709344,10.085861140787571,-6.331914075261425,-4.272821084321868,3509174.9880700815,779105.6499241089,5251285.3039708175
88.38,380.25125015997605,12.517357319296273,-116.74731339131279,10.088719246067251,-6.32660633642117,-4.284555973026688,3509174.9438754576,779105.5753328482,5251285.39618849
88.39,380.35199990348497,12.454314826860895,-116.79029179904947,10.079555952154054,-6.311701614516088,-4.29341248996309,3509174.899801341,779105.5009701718,5251285.488382171
88.4,380.45249033447146,12.391704228208894,-116.83330934762634,10.059214056360373,-6.27794045348514,-4.298974093611599,3509174.8558644354,779105.4270803684,5251285.5804624
88.41,380.5528203809781,12.329207519821004,-116.87648050337452,10.04174113701155,-6.259094046191337,-4.311068437458803,3509174.8121166416,779105.3533492142,5251285.672579461
88.42,380.6530751731861,12.266682708576326,-116.91975497206786,10.030899893150291,-6.254685435794872,-4.321987427823178,3509174.768492403,779105.2796167041,5251285.764739635
88.43,380.75335516989355,12.20398623946852,-116.9630545188763,10.028966409728211,-6.264659754818738,-4.327298919342771,3509174.7248987895,779105.2057151557,5251285.856934721
88.44,380.8537406277929,12.141186289585555,-117.00631757410454,10.035352644674813,-6.2748832435148945,-4.326636632292821,3509174.6812224374,779105.1316892375,5251285.949158934
88.45,380.95421717960994,12.078184618258199,-117.04979137310016,10.043554331785238,-6.291739172811584,-4.3404654771625495,3509174.6376319593,779105.0574757516,5251286.041608639
88.46000000000001,381.0547702551943,12.014942743658189,-117.09342898949475,10.051389813535867,-6.313371374266665,-4.355996261094945,3509174.594121697,779104.9830340229,5251286.134236839
88.47,381.1553317809729,11.951758729971331,-117.13720882984538,10.054564996462878,-6.316724710461463,-4.37065477864155,3509174.5506701474,779104.9086645991,5251286.226987397
88.48,381.25580837823327,11.88876364563879,-117.18126008335705,10.049961497803322,-6.305247193359361,-4.393635198977791,3509174.5073952037,779104.8345279142,5251286.319914634
88.49,381.35631937861547,11.825678769844984,-117.22554147198898,10.050720530576886,-6.307407448854638,-4.41663762795927,3509174.4642382837,779104.7603254546,5251286.41305152
88.5,381.4567973670984,11.76251053408457,-117.26974186599344,10.048772718266827,-6.313684869362542,-4.418905469724429,3509174.4210816175,779104.6860376617,5251286.506102866
88.51,381.5573007799586,11.699526638626672,-117.31366716751089,10.049818430740366,-6.30348799565255,-4.401321957543948,3509174.377713459,779104.611891743,5251286.59894103
88.52,381.6577705641466,11.63679080633893,-117.35744533297117,10.047925096764898,-6.283551484755122,-4.385651672160733,3509174.3342379113,779104.5379760854,5251286.691638615
88.53,381.75820446489854,11.574163137266865,-117.40103942037388,10.044901721643848,-6.269695109413767,-4.368156381581384,3509174.2906668363,779104.4641500162,5251286.784163805
88.54,381.85867826279843,11.511637340667747,-117.44444262965271,10.04655376803396,-6.258284814392842,-4.349599402863441,3509174.24693669,779104.3903929836,5251286.8765535895
88.55,381.9591342572467,11.449124658598429,-117.48765002461516,10.045917581929462,-6.253607079603703,-4.330359499776494,3509174.2031105794,779104.3166280792,5251286.968771441
88.56,382.05965066054995,11.386435700433772,-117.53060825094113,10.049732736516262,-6.263799575513965,-4.307334901441842,3509174.1591371256,779104.242649894,5251287.06081722
88.57000000000001,382.1603474352022,11.323319061840337,-117.573245148642,10.063029225275514,-6.29570909422875,-4.278238139121937,3509174.114934364,779104.1681827047,5251287.152698715
88.58,382.2609130744243,11.260254906308845,-117.61622261906851,10.058719005037696,-6.302846739384817,-4.291244070916607,3509174.071013048,779104.0938317619,5251287.244788094
88.59,382.361550737025,11.196968024823747,-117.65947005162613,10.062083850458416,-6.320074352167678,-4.313576893048164,3509174.0272300616,779104.0192833813,5251287.33714121
88.60000000000001,382.46191909686286,11.133749747428759,-117.70283710198257,10.045251950204955,-6.3212432813455655,-4.328995664466634,3509173.983715269,779103.9448648185,5251287.429441804
88.61,382.562388260853,11.070617338299456,-117.74655839408484,10.04636155851883,-6.315908376088578,-4.35775135140362,3509173.940294954,779103.8705551904,5251287.522092011
88.62,382.66290564033903,11.00737740074345,-117.79015913788305,10.049945836704582,-6.321298634339249,-4.359300070042815,3509173.8967928463,779103.7961172563,5251287.614669647
88.63,382.7634603272636,10.944373812464164,-117.83375085814353,10.053627735809691,-6.307338772449466,-4.3592147230768825,3509173.853204442,779103.7219022672,5251287.7072608005
88.64,382.8641265633417,10.881600787953516,-117.87709058609445,10.062291621167585,-6.2873145627113844,-4.3423867445753785,3509173.8093376835,779103.6478616567,5251287.799706304
88.65,382.9647703248642,10.818883590524123,-117.9203114214736,10.06368133943311,-6.276918014622046,-4.328851301049021,3509173.7654117006,779103.573865084,5251287.892040856
88.66,383.0654395537863,10.75636605954012,-117.963712887567,10.065842356647588,-6.2601414079739675,-4.336381509352321,3509173.7215210423,779103.500080882,5251287.984539095
88.67,383.1660536033165,10.693853229174607,-118.00714295717503,10.062884071252624,-6.2542358300427745,-4.340798476758347,3509173.6776896114,779103.4263146445,5251288.077029958
88.68,383.2666690932035,10.631243548726104,-118.05066667568403,10.061994038824851,-6.2587239751016135,-4.348514096543406,3509173.6339294184,779103.3524650147,5251288.169599071
88.69,383.3672706616701,10.56869431321632,-118.09422314882212,10.060769222353143,-6.256190364957747,-4.353269565035651,3509173.5901853438,779103.2786808801,5251288.262187441
88.7,383.4678644472008,10.506032858639664,-118.13784942562808,10.059842108912061,-6.262827103642912,-4.359508335192849,3509173.5465101935,779103.2047970963,5251288.354829156
88.71000000000001,383.5684684531394,10.443282589044074,-118.18176640933618,10.060214412550835,-6.27096034756384,-4.380968345111682,3509173.5030056285,779103.1308602076,5251288.447717008
88.72,383.66911093761684,10.38049200921968,-118.22582267984203,10.06290376169637,-6.276358775388713,-4.397407495578505,3509173.4595552008,779103.0568940465,5251288.540741676
88.73,383.76964371428835,10.317717992441644,-118.26981598309746,10.056486331537473,-6.277054055738816,-4.39868936769387,3509173.4161551795,779102.9829560427,5251288.633652585
88.74,383.87001768218084,10.255196773902611,-118.31372640321115,10.04376000118228,-6.2604325859120165,-4.393591151505188,3509173.3727830676,779102.909283189,5251288.726405653
88.75,383.97037871277723,10.192772939822198,-118.35741398985974,10.038655382034941,-6.248399805939668,-4.377036180784174,3509173.329277966,779102.8356805651,5251288.818967182
88.76,384.07070803887694,10.130349842255349,-118.40085419563067,10.034840179291587,-6.244339783222382,-4.355025787079169,3509173.285662497,779102.7620541923,5251288.91130632
88.77,384.17117931232593,10.068007482498473,-118.44406071397486,10.043031653532436,-6.237603910871909,-4.332109833206814,3509173.2417866555,779102.6884527163,5251289.003532038
88.78,384.2716646752217,10.005855619550914,-118.48716374465965,10.046701415720083,-6.2226588436526304,-4.317571992999945,3509173.197801342,779102.615022071,5251289.095680104
88.79,384.3722356663131,9.943765344745223,-118.530253374365,10.053633215672985,-6.213571281391348,-4.311832677771146,3509173.1537261987,779102.54163457,5251289.187865239
88.8,384.4728583492026,9.881658704501433,-118.57348920941081,10.059389937121363,-6.211633116369402,-4.319666554053983,3509173.1096931347,779102.4682396472,5251289.280200341
88.81,384.5735359568847,9.819534463685223,-118.61691794560724,10.064970517360349,-6.212160429793973,-4.3351379710402815,3509173.0657254416,779102.3948412087,5251289.372725842
88.82000000000001,384.6742020844271,9.757376024937805,-118.66032011177208,10.066065343231452,-6.214616068247088,-4.33852378161469,3509173.021759842,779102.3214082044,5251289.465222916
88.83,384.77489291494095,9.695227266549267,-118.70366822593178,10.068077174693666,-6.214789249535553,-4.336048879252751,3509172.9777425304,779102.2479736352,5251289.557689184
88.84,384.8755227474437,9.632949127938282,-118.74708275580826,10.064681227165126,-6.223472324630402,-4.33965162418106,3509172.933838961,779102.1744317882,5251289.6501760725
88.85000000000001,384.976180813558,9.570640289773507,-118.79054007992386,10.065431471693278,-6.228413321527153,-4.343705467718301,3509172.889942746,779102.1008601268,5251289.742714224
88.86,385.07673721781555,9.508317503522271,-118.83401654106521,10.058904096625822,-6.230990199854005,-4.34633255174981,3509172.846142127,779102.0272954016,5251289.835211034
88.87,385.17735250276525,9.445910703179521,-118.87744095579177,10.060653670623648,-6.237450102443475,-4.343738501532014,3509172.802283614,779101.9536317631,5251289.927697916
88.88,385.2779732819456,9.38362751099141,-118.92093760955268,10.061603143467124,-6.231362854269401,-4.347689753947006,3509172.758433531,779101.8800966142,5251290.020247622
88.89,385.3786963950066,9.321347463945251,-118.96459758746678,10.068741907160723,-6.229124095696316,-4.359895098473071,3509172.7145898147,779101.8065661006,5251290.1129899295
88.9,385.47945380932805,9.258925234186314,-119.00833586767598,10.07340825974846,-6.237856687050521,-4.369183708681297,3509172.6707922095,779101.7329001796,5251290.2058162745
88.91,385.58023309366513,9.196607636608526,-119.05206017668468,10.076421729106132,-6.233792067868459,-4.371348502860733,3509172.626946602,779101.6593307812,5251290.298643365
88.92,385.68113221276735,9.134294374854896,-119.09557780982698,10.085415163801049,-6.23214815102582,-4.3582917245104715,3509172.5828898605,779101.5857189491,5251290.391366937
88.93,385.781964623962,9.071938358431453,-119.13922863194219,10.083965782839197,-6.234450489164658,-4.362818698030745,3509172.5389693514,779101.512093567,5251290.484163134
88.94,385.88291163932604,9.009538511341496,-119.18306602905642,10.09112293026465,-6.238139974453425,-4.376766023000358,3509172.495068249,779101.4384275957,5251290.577178058
88.95,385.98373288373125,8.9471807747858,-119.22714311748624,10.08512390308685,-6.236562438914111,-4.39739455758767,3509172.4513911298,779101.364854488,5251290.670320462
88.96000000000001,386.0845875570334,8.885000262736533,-119.27142582936756,10.085352867259166,-6.224221621463652,-4.417978993254536,3509172.4077614923,779101.2914734619,5251290.763651698
88.97,386.1854551506701,8.822817687667431,-119.31545518315792,10.086290507703536,-6.220245554402346,-4.407949905075036,3509172.3639827888,779101.2180572274,5251290.856780693
88.98,386.2863813040371,8.760667121011792,-119.35937217005744,10.090507049196134,-6.216786304484003,-4.3971157765721065,3509172.32008819,779101.1446480502,5251290.9498497
88.99,386.38733552275846,8.698575609687978,-119.40318909701807,10.093783613484579,-6.211696195828692,-4.386833757466751,3509172.276103207,779101.0712792994,5251291.042851747
89.0,386.48819805201254,8.636484984404518,-119.44663785897893,10.088763134390975,-6.20994042080099,-4.358862028456561,3509172.2319899416,779100.9978829756,5251291.135497794
89.01,386.5890812271657,8.574410650350337,-119.48988048284318,10.088466040926651,-6.208269084624046,-4.335795610362986,3509172.1877433173,779100.9244737319,5251291.227984991
89.02,386.6898598965669,8.512397493412102,-119.53304606800646,10.081399928681861,-6.203633500121602,-4.322970845911061,3509172.143525506,779100.8511335518,5251291.3203497175
89.03,386.7905345828771,8.450434094547411,-119.57622661463458,10.072112397576367,-6.198771097339956,-4.319693422944098,3509172.0993890646,779100.7778624068,5251291.412668344
89.04,386.8911578507052,8.38832698936828,-119.61928767078507,10.065588662237422,-6.206730714336191,-4.310634893544202,3509172.0552596827,779100.7044456237,5251291.504859247
89.05,386.9917607380604,8.326387595737053,-119.66247448692408,10.062055351863506,-6.198203157097384,-4.315999393783303,3509172.0111794407,779100.6312115456,5251291.597142683
89.06,387.09235392437836,8.26466189143018,-119.70605428499857,10.060230890264409,-6.18111467666623,-4.343986376829651,3509171.967276446,779100.5582357117,5251291.689745627
89.07000000000001,387.1929720115769,8.20293459541817,-119.74995870960149,10.061282784530357,-6.175524633307838,-4.374957139180927,3509171.9235319016,779100.4852934257,5251291.782631013
89.08,387.2936187531767,8.141225080725043,-119.79411756279532,10.063543675184357,-6.1724758691486326,-4.4022425932077285,3509171.8799000424,779100.412394372,5251291.875742902
89.09,387.3942906379378,8.079583440309236,-119.83849838019711,10.065973506722031,-6.166934658841316,-4.426135354149724,3509171.8363550245,779100.3395841254,5251291.969052476
89.10000000000001,387.49491180679763,8.017864819307,-119.8831140170814,10.063402423429359,-6.170219622735868,-4.449754254400159,3509171.7929965383,779100.2667364369,5251292.062527707
89.11,387.5955961250768,7.955985500886008,-119.92793086357491,10.066755354310198,-6.182027771185828,-4.47104117682147,3509171.7497323593,779100.1937450757,5251292.156204832
