Time              Gyro_X     Gyro_Y     Gyro_Z    Accel_X    Accel_Y    Accel_Z
373096.762700    0.11929    0.09024    0.32550   -0.69032    0.02805    9.81161
373096.772700    0.14467    0.20838    0.20999   -0.69085    0.04339    9.78652
373096.782700    0.17063   -0.00321    0.25067   -0.70094    0.02820    9.79630
373096.792700    0.23801    0.17429    0.24637   -0.67826    0.03269    9.81262
373096.802700    0.01455    0.16765    0.19733   -0.69220    0.04263    9.79829
373096.812700    0.05575    0.09763    0.28224   -0.69648    0.03376    9.80195
373096.822700    0.13447    0.26115    0.20460   -0.67687    0.01911    9.80596
373096.832700    0.06721   -0.01020    0.23887   -0.68644    0.02612    9.78560
373096.842700    0.02578    0.16851    0.30768   -0.68146    0.03829    9.79617
373096.852700    0.08285    0.07185    0.29301   -0.68349    0.03616    9.78515
373096.862700    0.10800    0.11362    0.20231   -0.68986    0.02285    9.81344
373096.872700   -0.01169   -0.01541    0.12359   -0.69722    0.03466    9.78732
373096.882700    0.05953    0.07248    0.27152   -0.68933    0.03640    9.78658
373096.892700   -0.05523    0.00521    0.17733   -0.68295    0.01890    9.80633
373096.902700    0.15516    0.27261    0.01071   -0.69907    0.03097    9.79234
373096.912700    0.03741    0.13109    0.21463   -0.69041    0.03226    9.78233
373096.922700    0.09288    0.06686    0.04733   -0.69895    0.03298    9.79661
373096.932700    0.14364    0.21606    0.45779   -0.69930    0.02692    9.80094
373096.942700    0.05432   -0.14043    0.25961   -0.70337    0.02730    9.78418
373096.952700    0.07305    0.09746    0.39528   -0.69371    0.02365    9.79418
373096.962700    0.10668   -0.02361    0.22712   -0.68779    0.02645    9.78595
373096.972700    0.07340    0.17785    0.16083   -0.68240    0.02353    9.80343
373096.982700    0.10010    0.21715    0.24494   -0.68475    0.04370    9.77937
373096.992700    0.26207    0.06927    0.20380   -0.68309    0.02571    9.79201
373097.002700    0.08732    0.26213    0.28161   -0.68416    0.02220    9.80737
373097.012700    0.00773    0.08119    0.29822   -0.68377    0.03677    9.79263
373097.022700    0.02332   -0.10170    0.17429   -0.69223    0.02435    9.78919
373097.032700    0.12725    0.11316    0.37924   -0.68205    0.02456    9.80627
373097.042700   -0.05283    0.00602    0.42680   -0.69140    0.03982    9.78941
373097.052700    0.25800    0.09964    0.17120   -0.69064    0.02673    9.79523
373097.062700    0.05867   -0.02527    0.31404   -0.69225    0.02641    9.79024
373097.072700    0.08594    0.10840    0.24356   -0.68750    0.03183    9.80695
373097.082700    0.15183    0.03123    0.29691   -0.68444    0.03829    9.79263
373097.092700    0.14261    0.06755    0.25542   -0.68553    0.03336    9.78232
373097.102700   -0.05151    0.10835    0.28012   -0.68746    0.01886    9.80027
373097.112700    0.05248    0.03879    0.21165   -0.68607    0.03376    9.79873
373097.122700    0.09419   -0.05202    0.42445   -0.69550    0.04093    9.78869
373097.132700   -0.00613    0.13035    0.31793   -0.69345    0.03027    9.81195
373097.142700    0.17498    0.14456    0.31902   -0.70077    0.04350    9.79688
373097.152700    0.05970    0.08738    0.36755   -0.68620    0.02751    9.79378
373097.162700    0.20735    0.10479    0.22953   -0.69395    0.01382    9.79641
373097.172700   -0.08846    0.11270    0.17315   -0.68723    0.03351    9.78624
373097.182700    0.20781    0.19269    0.35667   -0.68209    0.03182    9.80265
373097.192700    0.13109    0.02383    0.45321   -0.68758    0.03521    9.79229
373097.202700    0.03220    0.12198    0.20300   -0.68486    0.03033    9.78947
373097.212700    0.32859    0.00963    0.19423   -0.68439    0.03846    9.80867
373097.222700    0.04607    0.16444    0.21257   -0.69739    0.04254    9.78333
373097.232700    0.05930    0.13803    0.11608   -0.68685    0.01760    9.79849
373097.242700    0.02744    0.09603    0.07838   -0.67715    0.02315    9.80842
373097.252700   -0.01765    0.02510    0.28688   -0.69334    0.03388    9.78127
373097.262700    0.15481   -0.02235    0.19933   -0.68706    0.02702    9.80771
373097.272700    0.14169    0.12450    0.15659   -0.69032    0.02993    9.79091
373097.282700   -0.16312    0.02796    0.36996   -0.68923    0.03017    9.80518
373097.292700    0.04068    0.07638    0.20581   -0.69553    0.03051    9.79092
373097.302700    0.11728   -0.02756    0.14272   -0.68954    0.02654    9.78988
373097.312700    0.05581    0.09253    0.04715   -0.67783    0.03009    9.81478
373097.322700    0.17613    0.12634   -0.02813   -0.68482    0.03386    9.79444
373097.332700    0.01192    0.15728    0.40829   -0.68528    0.03750    9.78299
373097.342700    0.12897   -0.00063    0.29158   -0.68911    0.01423    9.81672
373097.352700    0.05403   -0.05672    0.15092   -0.69777    0.03021    9.79343
373097.362700   -0.07586   -0.05970    0.30395   -0.69157    0.02935    9.78451
373097.372700    0.10749    0.10439    0.28035   -0.68784    0.02526    9.79773
373097.382700    0.00183    0.11488    0.25159   -0.68276    0.02990    9.80231
373097.392700    0.10153    0.18942    0.38050   -0.69002    0.03203    9.79981
373097.402700    0.01255    0.12301    0.22976   -0.67964    0.02827    9.79839
373097.412700   -0.03214    0.27433    0.38904   -0.68419    0.02713    9.79235
373097.422700    0.24763    0.06434    0.14908   -0.68470    0.02159    9.80774
373097.432700   -0.09981   -0.08692    0.29880   -0.68092    0.02950    9.78484
373097.442700   -0.04417    0.15470    0.22156   -0.68008    0.03225    9.79729
373097.452700    0.25852    0.06033    0.21996   -0.68819    0.02986    9.80553
373097.462700    0.05747    0.15304    0.39408   -0.69386    0.03645    9.78408
373097.472700    0.16530   -0.03380    0.37265   -0.68569    0.02251    9.79632
373097.482700    0.20987    0.24087    0.28997   -0.67862    0.02649    9.81160
373097.492700    0.03398   -0.06045    0.30155   -0.69026    0.03505    9.78945
373097.502700    0.13161   -0.04830    0.39603   -0.69529    0.01893    9.79922
373097.512700    0.14748    0.10233    0.21331   -0.68791    0.02902    9.80054
373097.522700   -0.00636    0.12714    0.20592   -0.69291    0.04232    9.79295
373097.532700    0.17716   -0.00682    0.19475   -0.68691    0.03835    9.79405
373097.542700    0.08554   -0.02756    0.30418   -0.68614    0.04059    9.79296
373097.552700    0.06916    0.19372    0.27290   -0.69696    0.02237    9.80702
373097.562700    0.05540    0.18804    0.37947   -0.69454    0.02995    9.79769
373097.572700    0.09219    0.13757    0.29633   -0.69870    0.02356    9.77314
373097.582700    0.14651   -0.07133    0.27491   -0.69190    0.02874    9.81446
373097.592700    0.20042    0.28144    0.21068   -0.69638    0.03868    9.80261
373097.602700    0.09843    0.16238    0.38405   -0.69663    0.03401    9.78910
373097.612700    0.19899    0.08738    0.31381   -0.68284    0.01472    9.81100
373097.622700    0.14668    0.13195    0.32172   -0.68565    0.04080    9.79580
373097.632700    0.01748    0.00561    0.27416   -0.68857    0.03272    9.79374
373097.642700    0.03037   -0.01885    0.35065   -0.68501    0.03060    9.79055
373097.652700   -0.07277   -0.01037    0.28946   -0.67859    0.03609    9.79691
373097.662700    0.19658    0.15550    0.30917   -0.69691    0.02873    9.79842
373097.672700    0.18426    0.21606    0.24586   -0.69289    0.03696    9.79478
373097.682700    0.05558   -0.02481    0.39465   -0.69181    0.01997    9.80598
373097.692700    0.15023   -0.03100    0.13029   -0.69017    0.03281    9.80944
373097.702700    0.16312    0.04320    0.16404   -0.68652    0.03342    9.77840
373097.712700    0.18604    0.08554    0.17464   -0.68027    0.03392    9.79836
373097.722700    0.23531    0.00762    0.28465   -0.68748    0.03882    9.80974
373097.732700   -0.01684    0.10456    0.19670   -0.69138    0.03638    9.79122
373097.742700    0.13356    0.10101    0.29376   -0.69058    0.02794    9.79771
373097.752700    0.07678    0.13602    0.24351   -0.69370    0.02545    9.80701
373097.762700    0.06297    0.00521    0.01673   -0.69442    0.03405    9.79767
373097.772700    0.13774    0.04206    0.03661   -0.68274    0.03352    9.79622
373097.782700    0.16902   -0.07935    0.24431   -0.68012    0.03078    9.79589
373097.792700    0.04297   -0.00132    0.13075   -0.68293    0.01445    9.79139
373097.802700    0.03925    0.18329    0.38130   -0.70117    0.02902    9.79057
373097.812700    0.07804   -0.11379    0.16639   -0.68753    0.03127    9.78056
373097.822700    0.09041    0.01874    0.25090   -0.69474    0.03622    9.80336
373097.832700    0.01770    0.17744    0.31289   -0.69915    0.03256    9.78091
373097.842700    0.03048   -0.07517    0.24505   -0.69507    0.03744    9.78909
373097.852700    0.09757    0.05277    0.08044   -0.67388    0.01574    9.83060
373097.862700    0.15642    0.10428    0.18174   -0.68897    0.02694    9.79664
373097.872700    0.16828    0.17252    0.15722   -0.68937    0.03480    9.78801
373097.882700    0.09219    0.19624    0.22093   -0.67920    0.02218    9.81236
373097.892700    0.10250    0.01896    0.11643   -0.68692    0.04367    9.78545
373097.902700    0.01558    0.03306    0.33529   -0.69338    0.02826    9.79236
373097.912700    0.08898    0.07913    0.29651   -0.68606    0.02176    9.80203
373097.922700    0.04893    0.10537    0.40319   -0.69621    0.02919    9.79948
373097.932700    0.03759    0.12210    0.18948   -0.69176    0.03165    9.79375
373097.942700    0.19899    0.37202    0.31793   -0.68848    0.03450    9.79443
373097.952700    0.10989    0.00218    0.44221   -0.68852    0.02765    9.80021
373097.962700    0.16484    0.17750    0.25502   -0.69802    0.03516    9.79123
373097.972700    0.00413    0.23262    0.10921   -0.67457    0.02619    9.79448
373097.982700    0.15201    0.03300    0.32034   -0.68816    0.02628    9.80949
373097.992700    0.16060    0.03581    0.16054   -0.69551    0.03768    9.80726
373098.002700    0.07620   -0.12399    0.43453   -0.68594    0.01886    9.78637
373098.012700   -0.02401    0.15006    0.32590   -0.67926    0.02617    9.80661
373098.022700    0.03432    0.24362    0.38996   -0.68668    0.03065    9.79018
373098.032700    0.03793    0.10187    0.28648   -0.69276    0.03815    9.78871
373098.042700   -0.05987    0.08749    0.12576   -0.68822    0.02502    9.80664
373098.052700    0.07299    0.00493    0.10204   -0.68657    0.04821    9.79718
373098.062700   -0.07363    0.06939    0.24689   -0.70145    0.04587    9.77975
373098.072700    0.00728    0.00619    0.22030   -0.67533    0.02214    9.80558
373098.082700    0.02309   -0.03564    0.27158   -0.68473    0.03896    9.79405
373098.092700    0.07609   -0.04704    0.36068   -0.68567    0.02764    9.79201
373098.102700    0.20323    0.11087    0.32727   -0.67894    0.02876    9.79732
373098.112700    0.16570    0.10697    0.35139   -0.68340    0.03287    9.80692
373098.122700   -0.12175   -0.05351    0.19870   -0.69714    0.03172    9.78842
373098.132700   -0.05414    0.02859    0.30808   -0.68531    0.01911    9.79350
373098.142700   -0.06778    0.11121    0.19641   -0.68038    0.04441    9.80575
373098.152700    0.07231    0.16816    0.35168   -0.68834    0.03167    9.79874
373098.162700    0.09248   -0.01175    0.25651   -0.68778    0.03173    9.80160
373098.172700   -0.09219   -0.06411    0.20346   -0.68154    0.03406    9.80834
373098.182700    0.18168    0.20260    0.52775   -0.68597    0.04322    9.79365
373098.192700   -0.02687    0.03157    0.47429   -0.68782    0.03123    9.79412
373098.202700    0.08382    0.14960    0.25050   -0.69007    0.02997    9.80838
373098.212700    0.27731    0.18747    0.26597   -0.69710    0.04291    9.79972
373098.222700    0.03850    0.03793    0.24374   -0.68344    0.03097    9.78412
373098.232700    0.09528    0.18392    0.24689   -0.69448    0.03006    9.80946
373098.242700    0.07013   -0.00676    0.24219   -0.69811    0.02232    9.79456
373098.252700    0.16690   -0.06343    0.50455   -0.69375    0.02002    9.78387
373098.262700    0.12336    0.00435    0.19996   -0.67916    0.03085    9.81051
373098.272700    0.02578    0.13573    0.22878   -0.69453    0.03891    9.79762
373098.282700    0.05632   -0.00092    0.16484   -0.69232    0.03127    9.78449
373098.292700    0.18100   -0.02257    0.24964   -0.68780    0.03016    9.80839
373098.302700   -0.00080   -0.08984    0.51967   -0.68507    0.04475    9.79222
373098.312700    0.04945    0.31484    0.26860   -0.68777    0.02996    9.78983
373098.322700    0.10583   -0.03088    0.19567   -0.67455    0.01357    9.80565
373098.332700    0.15160   -0.11047    0.32888   -0.68887    0.04625    9.80469
373098.342700    0.03552    0.03764    0.47527   -0.69817    0.02710    9.79168
373098.352700    0.22638    0.04796    0.13820   -0.69642    0.02421    9.80060
373098.362700    0.01232    0.06016    0.53875   -0.69240    0.03866    9.80475
373098.372700    0.18432    0.31874    0.27502   -0.69407    0.03861    9.78441
373098.382700   -0.02068    0.02464    0.21939   -0.68220    0.02030    9.80596
373098.392700   -0.04303   -0.04251    0.26900   -0.67574    0.03482    9.80191
373098.402700    0.17194    0.13963    0.37259   -0.69154    0.03448    9.78730
373098.412700    0.00057    0.18690    0.28224   -0.69455    0.02678    9.78773
373098.422700    0.02389   -0.00842    0.32378   -0.69372    0.02398    9.79239
373098.432700    0.12364    0.11373    0.30367   -0.68963    0.02625    9.79130
373098.442700    0.03690    0.02246    0.34595   -0.69380    0.02848    9.78807
373098.452700    0.03856    0.15430    0.35546   -0.68339    0.02724    9.80626
373098.462700    0.09127    0.05168    0.34423   -0.69521    0.04051    9.78050
373098.472700    0.05936   -0.04687    0.42995   -0.68094    0.02829    9.79805
373098.482700    0.02997    0.10290    0.30430   -0.68858    0.03244    9.80409
373098.492700    0.04744    0.26156    0.36652   -0.69233    0.04604    9.78507
373098.502700    0.13384    0.01845    0.15607   -0.69442    0.02653    9.79630
373098.512700    0.09121    0.01341    0.26814   -0.69194    0.02889    9.80341
373098.522700    0.18610    0.14817    0.14118   -0.69279    0.03343    9.79089
373098.532700    0.12490   -0.00642    0.37408   -0.68409    0.02309    9.78525
373098.542700    0.07746    0.05919    0.29037   -0.67434    0.02117    9.80808
373098.552700    0.00814   -0.08640    0.23147   -0.68923    0.03951    9.78870
373098.562700    0.07678    0.08039    0.37460   -0.69267    0.01952    9.78922
373098.572700   -0.00894   -0.03988    0.07970   -0.69330    0.02516    9.80452
373098.582700    0.13808   -0.01851    0.28533   -0.69306    0.03854    9.79513
373098.592700    0.03111    0.24889    0.23382   -0.69281    0.02129    9.79027
373098.602700    0.02848    0.02149    0.22036   -0.68925    0.03450    9.80656
373098.612700    0.04498    0.14926    0.37964   -0.67905    0.04137    9.79828
373098.622700    0.12416   -0.04154    0.32395   -0.67822    0.03460    9.79478
373098.632700    0.08738    0.07202    0.33346   -0.68673    0.02634    9.81341
373098.642700    0.22586    0.15596    0.32876   -0.68989    0.04529    9.79291
373098.652700    0.09253   -0.10204    0.34292   -0.68265    0.03303    9.79017
373098.662700    0.18478    0.12439    0.22764   -0.68541    0.02041    9.80240
373098.672700    0.01089   -0.03598    0.40273   -0.68984    0.03204    9.79803
373098.682700   -0.01490    0.17647    0.21245   -0.69583    0.02637    9.79345
373098.692700   -0.04011   -0.01994    0.14416   -0.67255    0.01927    9.79704
373098.702700    0.08245    0.05168    0.37282   -0.68827    0.03790    9.79691
373098.712700    0.03060    0.30023    0.25055   -0.69569    0.01640    9.78817
373098.722700    0.03610    0.12015    0.04057   -0.68579    0.02724    9.81125
373098.732700    0.13562   -0.04142    0.33575   -0.68987    0.03584    9.80014
373098.742700    0.15287    0.11660    0.30991   -0.68665    0.03030    9.78911
373098.752700   -0.05071    0.10817    0.25680   -0.68752    0.02573    9.80057
373098.762700    0.11620   -0.05323    0.06830   -0.69399    0.03555    9.80907
373098.772700   -0.02653    0.17257    0.17131   -0.68386    0.02885    9.78341
373098.782700    0.05718    0.13556    0.31243   -0.69037    0.03651    9.80156
373098.792700    0.23812    0.08749    0.29055   -0.69405    0.03081    9.80482
373098.802700    0.17527   -0.01066    0.18306   -0.68850    0.02481    9.78846
373098.812700    0.02229   -0.03913    0.30510   -0.68768    0.02076    9.81025
373098.822700    0.03856   -0.01157    0.22947   -0.69851    0.03744    9.80335
373098.832700    0.12038    0.13699    0.16524   -0.69910    0.03807    9.78052
373098.842700    0.11110    0.13545    0.39786   -0.68846    0.02385    9.80131
373098.852700    0.18403    0.02595    0.28258   -0.68580    0.03628    9.79371
373098.862700    0.02928   -0.10096    0.43533   -0.68266    0.04235    9.78867
373098.872700    0.12021    0.04738    0.21257   -0.68047    0.01937    9.80276
373098.882700    0.13837    0.12920    0.48489   -0.68307    0.02832    9.79341
373098.892700    0.23428    0.05254    0.43149   -0.68525    0.04085    9.79438
373098.902700    0.04297    0.02578    0.31283   -0.67751    0.02796    9.80482
373098.912700    0.17515    0.06515    0.39821   -0.68402    0.03713    9.80725
373098.922700    0.08732    0.07844    0.32979   -0.69069    0.03400    9.78589
373098.932700    0.04137    0.20798    0.27078   -0.68284    0.02029    9.79204
373098.942700    0.18965    0.31094    0.33094   -0.68292    0.03496    9.80368
373098.952700    0.21939    0.17447    0.28201   -0.68843    0.03867    9.78941
373098.962700    0.06102    0.13688    0.36715   -0.67443    0.02490    9.80412
373098.972700    0.07712    0.07219    0.20329   -0.69342    0.03892    9.79513
373098.982700    0.14330    0.13419    0.41213   -0.69627    0.03029    9.79626
373098.992700    0.04320    0.08812    0.21113   -0.68922    0.01760    9.80349
373099.002700    0.13929    0.15785    0.33415   -0.68007    0.03180    9.79302
373099.012700    0.10296    0.11900    0.31713   -0.68170    0.03239    9.78660
373099.022700    0.02378   -0.04406    0.23142   -0.68811    0.02576    9.78846
373099.032700    0.10451    0.12296    0.25520   -0.68822    0.03386    9.81263
373099.042700    0.04618    0.06423    0.26408   -0.68802    0.04120    9.78689
373099.052700    0.09952    0.12181    0.37007   -0.68178    0.02344    9.79344
373099.062700   -0.07214    0.01862    0.33134   -0.68928    0.03202    9.80836
373099.072700    0.04882    0.10611    0.36916   -0.69097    0.02487    9.79916
373099.082700   -0.02194    0.21658    0.32447   -0.68696    0.03120    9.78377
373099.092700   -0.07202    0.10691    0.07002   -0.68249    0.04021    9.79687
373099.102700    0.07007    0.03919    0.39110   -0.68370    0.02454    9.80093
373099.112700    0.11448    0.04263    0.32389   -0.68342    0.02645    9.78095
373099.122700   -0.04859    0.03718    0.12410   -0.69806    0.01268    9.81888
373099.132700    0.10073   -0.01845    0.31679   -0.69550    0.03797    9.79407
373099.142700    0.03673    0.02911    0.26167   -0.69580    0.03398    9.78519
373099.152700    0.10583   -0.00481    0.34733   -0.68440    0.03105    9.80088
373099.162700    0.09545   -0.07231    0.19131   -0.68494    0.03825    9.80120
373099.172700   -0.02916   -0.03031    0.20248   -0.68961    0.03081    9.78663
373099.182700    0.01249    0.13298    0.27559   -0.68305    0.02866    9.81088
373099.192700    0.16364   -0.00246    0.20180   -0.68102    0.03905    9.79653
373099.202700    0.03845   -0.02086    0.16581   -0.70370    0.03252    9.78629
373099.212700    0.12685    0.20071    0.19131   -0.68728    0.02517    9.80663
373099.222700   -0.05661    0.05959    0.25153   -0.68315    0.03496    9.79085
373099.232700    0.10090   -0.02160    0.12920   -0.68438    0.03479    9.79515
373099.242700    0.02361    0.06240    0.45613   -0.68163    0.02386    9.80985
373099.252700   -0.03203    0.11998    0.27468   -0.68834    0.04364    9.79686
373099.262700   -0.00653    0.02641    0.16473   -0.69169    0.02672    9.78773
373099.272700    0.18449   -0.05008    0.18426   -0.68739    0.02914    9.80661
373099.282700    0.07426    0.02120    0.26975   -0.68481    0.04448    9.80077
373099.292700    0.14037    0.09437    0.22128   -0.69659    0.02580    9.78738
373099.302700    0.03369    0.20821    0.36692   -0.68699    0.02722    9.79734
373099.312700    0.12823    0.03655    0.20890   -0.68032    0.03815    9.79369
373099.322700   -0.05684    0.13751    0.36606   -0.70320    0.03042    9.78558
373099.332700    0.14817    0.01180    0.20821   -0.69635    0.02173    9.79564
373099.342700    0.03065    0.04125    0.37993   -0.68653    0.03784    9.79370
373099.352700    0.07483    0.08921    0.34589   -0.68682    0.02996    9.79590
373099.362700    0.18845    0.08537    0.42513   -0.68440    0.02366    9.80842
373099.372700    0.10731    0.11396    0.23629   -0.69421    0.03677    9.79086
373099.382700    0.09299    0.08342    0.11436   -0.68964    0.03128    9.78805
373099.392700    0.09568    0.26356    0.36245   -0.68493    0.02995    9.79304
373099.402700   -0.01490    0.29874    0.23703   -0.69022    0.04440    9.80647
373099.412700    0.07271    0.07466    0.18163   -0.68173    0.02132    9.77956
373099.422700    0.16965   -0.05139    0.28550   -0.68609    0.02664    9.80056
373099.432700    0.14123    0.02819    0.27897   -0.68637    0.02904    9.80626
373099.442700    0.13310    0.12977    0.29456   -0.69595    0.02828    9.78843
373099.452700    0.13837    0.01828    0.12364   -0.68706    0.02692    9.80306
373099.462700    0.10411    0.03071    0.16753   -0.69005    0.04554    9.80148
373099.472700    0.04641    0.24202    0.28596   -0.68564    0.02571    9.78843
373099.482700    0.08503   -0.00126    0.21801   -0.67024    0.02635    9.79876
373099.492700    0.12032    0.17842    0.34114   -0.69325    0.03619    9.80369
373099.502700    0.00315    0.01140    0.35134   -0.69203    0.03229    9.79339
373099.512700    0.02739    0.02200    0.12697   -0.68475    0.02414    9.79845
373099.522700   -0.11769    0.08726    0.18025   -0.68614    0.02985    9.80334
373099.532700    0.19664    0.00040    0.19102   -0.69410    0.03530    9.79899
373099.542700    0.02561   -0.04750    0.22746   -0.68742    0.03413    9.79758
373099.552700    0.07007    0.16364    0.18117   -0.68340    0.02496    9.80583
373099.562700    0.14874   -0.03506    0.17767   -0.68991    0.02804    9.78835
373099.572700    0.05535   -0.06222    0.28785   -0.68676    0.02865    9.79975
373099.582700    0.03610   -0.01421    0.24735   -0.67763    0.02371    9.82083
373099.592700    0.05265   -0.05804    0.23583   -0.68838    0.02613    9.78909
373099.602700    0.12565    0.06835    0.25353   -0.68514    0.02317    9.79551
373099.612700    0.23251    0.12490    0.06939   -0.69701    0.04350    9.79286
373099.622700   -0.00527    0.15120    0.32716   -0.70113    0.03676    9.78508
373099.632700   -0.04057    0.08589    0.27101   -0.69547    0.02773    9.78658
373099.642700    0.16702    0.04372    0.25537   -0.68912    0.02371    9.81477
373099.652700    0.17149    0.07305    0.35111   -0.69406    0.02617    9.79194
373099.662700   -0.01862   -0.09030    0.19905   -0.68523    0.01931    9.79484
373099.672700   -0.11178   -0.02653    0.34383   -0.68404    0.02234    9.79623
373099.682700    0.16100    0.12290    0.31604   -0.69071    0.04083    9.79645
373099.692700    0.31960    0.24139    0.20460   -0.68734    0.03268    9.79365
373099.702700    0.13654   -0.00166    0.38016   -0.69296    0.02732    9.80476
