
Project:     run4
Program:     Inertial Explorer Version 9.00.2207
Profile:     ARLI_IMU_BIASES
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\Users\pleba\Documents\gnss_course\run4\run4.cts
ProcessInfo: run4 by Unknown on 4/24/2026 at 09:44:28

Datum:       ETRS89
Master 1:    Name BUDD00DNK, Status ENABLED
             Antenna height 2.694 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 55 44 19.91720, 12 29 59.84215, 87.941 m [ETRF2000, 2024.003]
Remote:      Antenna height 0.000 m, to L1PC [Generic(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=0.000, y=0.000, z=0.000 m (x-right, y-fwd, z-up)
Body to IMU Rotations:
             xRot=0.000, yRot=0.000, zRot=0.000 degrees

  GPSTime      AccBiasX      AccBiasY      AccBiasZ    GyroDriftX    GyroDriftY    GyroDriftZ
373423.17  -2.83934E-04   2.65747E-02   5.24834E-03   6.84379E-02   7.71997E-02   2.45559E-01
373423.18  -2.83913E-04   2.65748E-02   5.24834E-03   6.84379E-02   7.71997E-02   2.45559E-01
373423.18  -2.83893E-04   2.65749E-02   5.24834E-03   6.84379E-02   7.71997E-02   2.45559E-01
373423.19  -2.83873E-04   2.65750E-02   5.24834E-03   6.84379E-02   7.71997E-02   2.45559E-01
373423.19  -2.83852E-04   2.65750E-02   5.24834E-03   6.84379E-02   7.71997E-02   2.45559E-01
373423.20  -2.83832E-04   2.65751E-02   5.24833E-03   6.84379E-02   7.71997E-02   2.45559E-01
373423.20  -2.83812E-04   2.65752E-02   5.24833E-03   6.84379E-02   7.71997E-02   2.45559E-01
373423.21  -2.83791E-04   2.65753E-02   5.24833E-03   6.84379E-02   7.71997E-02   2.45559E-01
373423.21  -2.83771E-04   2.65753E-02   5.24833E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.22  -2.83750E-04   2.65754E-02   5.24833E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.22  -2.83729E-04   2.65755E-02   5.24832E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.23  -2.83709E-04   2.65755E-02   5.24832E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.23  -2.83688E-04   2.65756E-02   5.24832E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.24  -2.83668E-04   2.65757E-02   5.24832E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.24  -2.83647E-04   2.65758E-02   5.24832E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.25  -2.83627E-04   2.65758E-02   5.24831E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.25  -2.83606E-04   2.65759E-02   5.24831E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.26  -2.83586E-04   2.65760E-02   5.24831E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.26  -2.83565E-04   2.65761E-02   5.24831E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.27  -2.83545E-04   2.65761E-02   5.24831E-03   6.84380E-02   7.71997E-02   2.45559E-01
373423.27  -2.83524E-04   2.65762E-02   5.24830E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.28  -2.83504E-04   2.65763E-02   5.24830E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.28  -2.83483E-04   2.65763E-02   5.24830E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.29  -2.83462E-04   2.65764E-02   5.24830E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.29  -2.83442E-04   2.65765E-02   5.24830E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.30  -2.83421E-04   2.65766E-02   5.24830E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.30  -2.83401E-04   2.65766E-02   5.24829E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.31  -2.83380E-04   2.65767E-02   5.24829E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.31  -2.83359E-04   2.65768E-02   5.24829E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.32  -2.83338E-04   2.65769E-02   5.24829E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.32  -2.83317E-04   2.65769E-02   5.24828E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.33  -2.83297E-04   2.65770E-02   5.24828E-03   6.84381E-02   7.71997E-02   2.45559E-01
373423.33  -2.83276E-04   2.65771E-02   5.24828E-03   6.84382E-02   7.71997E-02   2.45559E-01
373423.34  -2.83255E-04   2.65771E-02   5.24828E-03   6.84382E-02   7.71997E-02   2.45559E-01
373423.34  -2.83234E-04   2.65772E-02   5.24828E-03   6.84382E-02   7.71997E-02   2.45559E-01
373423.35  -2.83213E-04   2.65773E-02   5.24827E-03   6.84382E-02   7.71997E-02   2.45559E-01
373423.35  -2.83193E-04   2.65774E-02   5.24827E-03   6.84382E-02   7.71997E-02   2.45559E-01
373423.36  -2.83172E-04   2.65774E-02   5.24827E-03   6.84382E-02   7.71997E-02   2.45559E-01
373423.36  -2.83151E-04   2.65775E-02   5.24827E-03   6.84382E-02   7.71997E-02   2.45559E-01
373423.37  -2.83130E-04   2.65776E-02   5.24827E-03   6.84382E-02   7.71997E-02   2.45559E-01
373423.37  -2.83110E-04   2.65777E-02   5.24826E-03   6.84382E-02   7.71997E-02   2.45559E-01
373423.38  -2.83089E-04   2.65777E-02   5.24826E-03   6.84382E-02   7.71998E-02   2.45559E-01
373423.38  -2.83068E-04   2.65778E-02   5.24826E-03   6.84382E-02   7.71998E-02   2.45559E-01
373423.39  -2.83047E-04   2.65779E-02   5.24826E-03   6.84382E-02   7.71998E-02   2.45559E-01
373423.39  -2.83026E-04   2.65779E-02   5.24826E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.40  -2.83006E-04   2.65780E-02   5.24825E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.40  -2.82984E-04   2.65781E-02   5.24825E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.41  -2.82963E-04   2.65782E-02   5.24825E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.41  -2.82942E-04   2.65782E-02   5.24825E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.42  -2.82921E-04   2.65783E-02   5.24825E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.42  -2.82900E-04   2.65784E-02   5.24824E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.43  -2.82879E-04   2.65785E-02   5.24824E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.43  -2.82858E-04   2.65785E-02   5.24824E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.44  -2.82837E-04   2.65786E-02   5.24824E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.44  -2.82816E-04   2.65787E-02   5.24824E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.45  -2.82795E-04   2.65787E-02   5.24823E-03   6.84383E-02   7.71998E-02   2.45559E-01
373423.45  -2.82774E-04   2.65788E-02   5.24823E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.46  -2.82752E-04   2.65789E-02   5.24823E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.46  -2.82731E-04   2.65790E-02   5.24823E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.47  -2.82710E-04   2.65790E-02   5.24822E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.47  -2.82689E-04   2.65791E-02   5.24822E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.48  -2.82668E-04   2.65792E-02   5.24822E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.48  -2.82647E-04   2.65792E-02   5.24822E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.49  -2.82626E-04   2.65793E-02   5.24822E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.49  -2.82605E-04   2.65794E-02   5.24821E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.50  -2.82584E-04   2.65795E-02   5.24821E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.50  -2.82562E-04   2.65795E-02   5.24821E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.51  -2.82541E-04   2.65796E-02   5.24821E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.51  -2.82519E-04   2.65797E-02   5.24820E-03   6.84384E-02   7.71998E-02   2.45559E-01
373423.52  -2.82498E-04   2.65798E-02   5.24820E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.52  -2.82477E-04   2.65798E-02   5.24820E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.53  -2.82455E-04   2.65799E-02   5.24820E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.53  -2.82434E-04   2.65800E-02   5.24820E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.54  -2.82412E-04   2.65800E-02   5.24819E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.54  -2.82391E-04   2.65801E-02   5.24819E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.55  -2.82370E-04   2.65802E-02   5.24819E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.55  -2.82348E-04   2.65803E-02   5.24819E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.56  -2.82327E-04   2.65803E-02   5.24818E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.56  -2.82305E-04   2.65804E-02   5.24818E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.57  -2.82284E-04   2.65805E-02   5.24818E-03   6.84385E-02   7.71998E-02   2.45559E-01
373423.57  -2.82263E-04   2.65806E-02   5.24818E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.58  -2.82241E-04   2.65806E-02   5.24818E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.58  -2.82220E-04   2.65807E-02   5.24817E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.59  -2.82198E-04   2.65808E-02   5.24817E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.59  -2.82177E-04   2.65808E-02   5.24817E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.60  -2.82156E-04   2.65809E-02   5.24817E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.60  -2.82134E-04   2.65810E-02   5.24816E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.61  -2.82112E-04   2.65811E-02   5.24816E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.61  -2.82090E-04   2.65811E-02   5.24816E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.62  -2.82069E-04   2.65812E-02   5.24816E-03   6.84386E-02   7.71998E-02   2.45559E-01
373423.62  -2.82047E-04   2.65813E-02   5.24815E-03   6.84386E-02   7.71999E-02   2.45559E-01
373423.63  -2.82025E-04   2.65813E-02   5.24815E-03   6.84386E-02   7.71999E-02   2.45559E-01
373423.63  -2.82003E-04   2.65814E-02   5.24815E-03   6.84386E-02   7.71999E-02   2.45559E-01
373423.64  -2.81982E-04   2.65815E-02   5.24815E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.64  -2.81960E-04   2.65816E-02   5.24815E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.65  -2.81938E-04   2.65816E-02   5.24814E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.65  -2.81917E-04   2.65817E-02   5.24814E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.66  -2.81895E-04   2.65818E-02   5.24814E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.66  -2.81873E-04   2.65819E-02   5.24814E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.67  -2.81851E-04   2.65819E-02   5.24813E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.67  -2.81830E-04   2.65820E-02   5.24813E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.68  -2.81808E-04   2.65821E-02   5.24813E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.68  -2.81786E-04   2.65821E-02   5.24813E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.69  -2.81764E-04   2.65822E-02   5.24812E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.69  -2.81743E-04   2.65823E-02   5.24812E-03   6.84387E-02   7.71999E-02   2.45559E-01
373423.70  -2.81721E-04   2.65824E-02   5.24812E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.70  -2.81699E-04   2.65824E-02   5.24812E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.71  -2.81677E-04   2.65825E-02   5.24811E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.71  -2.81655E-04   2.65826E-02   5.24811E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.72  -2.81633E-04   2.65826E-02   5.24811E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.72  -2.81611E-04   2.65827E-02   5.24811E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.73  -2.81589E-04   2.65828E-02   5.24810E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.73  -2.81567E-04   2.65829E-02   5.24810E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.74  -2.81545E-04   2.65829E-02   5.24810E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.74  -2.81522E-04   2.65830E-02   5.24810E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.75  -2.81500E-04   2.65831E-02   5.24809E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.75  -2.81478E-04   2.65832E-02   5.24809E-03   6.84388E-02   7.71999E-02   2.45559E-01
373423.76  -2.81456E-04   2.65832E-02   5.24809E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.76  -2.81434E-04   2.65833E-02   5.24809E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.77  -2.81412E-04   2.65834E-02   5.24808E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.77  -2.81390E-04   2.65834E-02   5.24808E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.78  -2.81368E-04   2.65835E-02   5.24808E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.78  -2.81346E-04   2.65836E-02   5.24808E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.79  -2.81324E-04   2.65837E-02   5.24807E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.79  -2.81302E-04   2.65837E-02   5.24807E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.80  -2.81280E-04   2.65838E-02   5.24807E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.80  -2.81257E-04   2.65839E-02   5.24807E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.81  -2.81235E-04   2.65839E-02   5.24806E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.81  -2.81213E-04   2.65840E-02   5.24806E-03   6.84389E-02   7.71999E-02   2.45559E-01
373423.82  -2.81190E-04   2.65841E-02   5.24806E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.82  -2.81168E-04   2.65842E-02   5.24806E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.83  -2.81145E-04   2.65842E-02   5.24805E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.83  -2.81123E-04   2.65843E-02   5.24805E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.84  -2.81100E-04   2.65844E-02   5.24805E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.84  -2.81078E-04   2.65844E-02   5.24805E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.85  -2.81056E-04   2.65845E-02   5.24804E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.85  -2.81033E-04   2.65846E-02   5.24804E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.86  -2.81011E-04   2.65847E-02   5.24804E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.86  -2.80988E-04   2.65847E-02   5.24804E-03   6.84390E-02   7.71999E-02   2.45559E-01
373423.87  -2.80966E-04   2.65848E-02   5.24803E-03   6.84390E-02   7.72000E-02   2.45559E-01
373423.87  -2.80944E-04   2.65849E-02   5.24803E-03   6.84390E-02   7.72000E-02   2.45559E-01
373423.88  -2.80921E-04   2.65849E-02   5.24803E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.88  -2.80899E-04   2.65850E-02   5.24803E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.89  -2.80876E-04   2.65851E-02   5.24802E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.89  -2.80854E-04   2.65852E-02   5.24802E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.90  -2.80832E-04   2.65852E-02   5.24802E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.90  -2.80809E-04   2.65853E-02   5.24802E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.91  -2.80786E-04   2.65854E-02   5.24801E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.91  -2.80763E-04   2.65854E-02   5.24801E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.92  -2.80740E-04   2.65855E-02   5.24801E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.92  -2.80718E-04   2.65856E-02   5.24801E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.93  -2.80695E-04   2.65857E-02   5.24800E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.93  -2.80672E-04   2.65857E-02   5.24800E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.94  -2.80649E-04   2.65858E-02   5.24800E-03   6.84391E-02   7.72000E-02   2.45559E-01
373423.94  -2.80626E-04   2.65859E-02   5.24799E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.95  -2.80604E-04   2.65859E-02   5.24799E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.95  -2.80581E-04   2.65860E-02   5.24799E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.96  -2.80558E-04   2.65861E-02   5.24799E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.96  -2.80535E-04   2.65862E-02   5.24798E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.97  -2.80512E-04   2.65862E-02   5.24798E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.97  -2.80490E-04   2.65863E-02   5.24798E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.98  -2.80467E-04   2.65864E-02   5.24797E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.98  -2.80444E-04   2.65864E-02   5.24797E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.99  -2.80421E-04   2.65865E-02   5.24797E-03   6.84392E-02   7.72000E-02   2.45559E-01
373423.99  -2.80399E-04   2.65866E-02   5.24797E-03   6.84392E-02   7.72000E-02   2.45559E-01
373424.00  -2.80376E-04   2.65867E-02   5.24796E-03   6.84392E-02   7.72000E-02   2.45559E-01
373424.00  -2.80353E-04   2.65867E-02   5.24796E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.01  -2.80329E-04   2.65868E-02   5.24796E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.01  -2.80306E-04   2.65869E-02   5.24796E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.02  -2.80283E-04   2.65869E-02   5.24795E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.02  -2.80259E-04   2.65870E-02   5.24795E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.03  -2.80236E-04   2.65871E-02   5.24795E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.03  -2.80213E-04   2.65872E-02   5.24794E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.04  -2.80190E-04   2.65872E-02   5.24794E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.04  -2.80166E-04   2.65873E-02   5.24794E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.05  -2.80143E-04   2.65874E-02   5.24793E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.05  -2.80120E-04   2.65874E-02   5.24793E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.06  -2.80097E-04   2.65875E-02   5.24793E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.06  -2.80073E-04   2.65876E-02   5.24793E-03   6.84393E-02   7.72000E-02   2.45559E-01
373424.07  -2.80050E-04   2.65877E-02   5.24792E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.07  -2.80027E-04   2.65877E-02   5.24792E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.08  -2.80003E-04   2.65878E-02   5.24792E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.08  -2.79980E-04   2.65879E-02   5.24791E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.09  -2.79957E-04   2.65879E-02   5.24791E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.09  -2.79934E-04   2.65880E-02   5.24791E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.10  -2.79910E-04   2.65881E-02   5.24791E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.10  -2.79887E-04   2.65882E-02   5.24790E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.11  -2.79863E-04   2.65882E-02   5.24790E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.11  -2.79839E-04   2.65883E-02   5.24790E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.12  -2.79815E-04   2.65884E-02   5.24789E-03   6.84394E-02   7.72000E-02   2.45559E-01
373424.12  -2.79792E-04   2.65884E-02   5.24789E-03   6.84395E-02   7.72000E-02   2.45559E-01
373424.13  -2.79768E-04   2.65885E-02   5.24789E-03   6.84395E-02   7.72000E-02   2.45559E-01
373424.13  -2.79744E-04   2.65886E-02   5.24788E-03   6.84395E-02   7.72000E-02   2.45559E-01
373424.14  -2.79720E-04   2.65887E-02   5.24788E-03   6.84395E-02   7.72000E-02   2.45559E-01
373424.14  -2.79696E-04   2.65887E-02   5.24788E-03   6.84395E-02   7.72001E-02   2.45559E-01
373424.15  -2.79673E-04   2.65888E-02   5.24787E-03   6.84395E-02   7.72001E-02   2.45559E-01
373424.15  -2.79649E-04   2.65889E-02   5.24787E-03   6.84395E-02   7.72001E-02   2.45559E-01
373424.16  -2.79625E-04   2.65889E-02   5.24787E-03   6.84395E-02   7.72001E-02   2.45559E-01
373424.16  -2.79601E-04   2.65890E-02   5.24787E-03   6.84395E-02   7.72001E-02   2.45559E-01
373424.17  -2.79578E-04   2.65891E-02   5.24786E-03   6.84395E-02   7.72001E-02   2.45559E-01
373424.17  -2.79554E-04   2.65891E-02   5.24786E-03   6.84395E-02   7.72001E-02   2.45559E-01
373424.18  -2.79530E-04   2.65892E-02   5.24786E-03   6.84395E-02   7.72001E-02   2.45559E-01
373424.18  -2.79506E-04   2.65893E-02   5.24785E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.19  -2.79482E-04   2.65894E-02   5.24785E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.19  -2.79459E-04   2.65894E-02   5.24785E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.20  -2.79435E-04   2.65895E-02   5.24784E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.20  -2.79411E-04   2.65896E-02   5.24784E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.21  -2.79386E-04   2.65896E-02   5.24784E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.21  -2.79362E-04   2.65897E-02   5.24783E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.22  -2.79338E-04   2.65898E-02   5.24783E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.22  -2.79313E-04   2.65899E-02   5.24783E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.23  -2.79289E-04   2.65899E-02   5.24782E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.23  -2.79265E-04   2.65900E-02   5.24782E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.24  -2.79240E-04   2.65901E-02   5.24782E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.24  -2.79216E-04   2.65901E-02   5.24781E-03   6.84396E-02   7.72001E-02   2.45559E-01
373424.25  -2.79192E-04   2.65902E-02   5.24781E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.25  -2.79167E-04   2.65903E-02   5.24781E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.26  -2.79143E-04   2.65903E-02   5.24780E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.26  -2.79119E-04   2.65904E-02   5.24780E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.27  -2.79094E-04   2.65905E-02   5.24780E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.27  -2.79070E-04   2.65906E-02   5.24779E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.28  -2.79046E-04   2.65906E-02   5.24779E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.28  -2.79021E-04   2.65907E-02   5.24779E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.29  -2.78997E-04   2.65908E-02   5.24778E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.29  -2.78973E-04   2.65908E-02   5.24778E-03   6.84397E-02   7.72001E-02   2.45559E-01
373424.30  -2.78948E-04   2.65909E-02   5.24778E-03   6.84397E-02   7.72001E-02   2.45559E-01
