datetime,X-ECEF,Y-ECEF,Z-ECEF,cdt,variance,VX-ECEF,VY-ECEF,VZ-ECEF
2026-04-23 07:30:00.000,3509419.496305732,779104.2746698309,5250978.202453249,-40767.038503439115,67.77353946160105,,,
2026-04-23 07:30:00.100,3509419.516674299,779104.3935114624,5250978.109789655,-40771.39425055684,67.83474764028418,0.2036856673657894,1.1884163145441562,-0.9266359452158213
2026-04-23 07:30:00.200,3509419.6668082885,779104.4822179241,5250977.870302144,-40775.78182582719,68.40249041636963,1.5013398975133896,0.8870646171271801,-2.3948751017451286
2026-04-23 07:30:00.300,3509425.440167501,779104.0533576627,5250971.910448027,-40781.64917696101,35.0573744482971,57.733592125587165,-4.288602613378316,-59.59854117594659
2026-04-23 07:30:00.400,3509425.744600675,779104.1623697341,5250971.559690118,-40786.05637944252,35.32741212739668,3.044331739656627,1.090120713924989,-3.5075790900737047
2026-04-23 07:30:00.500,3509419.833702959,779101.525972289,5250977.683027454,-40787.43182401672,66.4975342493153,-59.10897715948522,-26.363974451087415,61.23337335884571
2026-04-23 07:30:00.600,3509426.0704117278,779104.3996298414,5250971.170100929,-40794.77782804197,35.66682228602029,62.36708768643439,28.736575524089858,-65.12926524505019
2026-04-23 07:30:00.700,3509426.1652672216,779104.5097409431,5250971.048481631,-40799.11903205633,35.68914220922729,0.9485549386590719,1.1011110164690763,-1.2161929812282324
2026-04-23 07:30:00.800,3509420.087187236,779101.8169544874,5250977.345239959,-40800.44655846606,67.58897194863705,-60.780799854546785,-26.927864557364956,62.967583276331425
2026-04-23 07:30:00.900,3509426.3885049573,779104.7097286052,5250970.801500965,-40807.80883790506,35.89995600976445,63.013177211396396,28.92774117877707,-65.43738993816078
2026-04-23 07:30:01.000,3509420.1512160897,779105.4316142197,5250977.230073374,-40810.47237025166,70.47395636429218,-62.37288867589086,7.218856144463643,64.28572408854961
2026-04-23 07:30:01.100,3509420.3607162875,779102.1436365362,5250977.092417017,-40813.46754854534,68.00411974358899,2.095001977868378,-32.8797768347431,-1.3765635713934898
2026-04-23 07:30:01.200,3509426.4852201813,779105.0925432647,5250970.762464185,-40820.78570657213,35.76236751619183,61.24503893777728,29.489067285321653,-63.29952831380069
2026-04-23 07:30:01.300,3509398.03700991,779107.3075460879,5250999.803648248,-40817.41858342163,43.53826849087854,-284.4821027107537,22.150028231553733,290.4118406306952
2026-04-23 07:30:01.400,3509419.7194696353,779105.9629788367,5250977.651024479,-40827.6656063032,69.64609254220974,216.8245972506702,-13.445672511588782,-221.52623768895864
2026-04-23 07:30:01.500,3509419.5971149327,779106.0846375262,5250977.76960133,-40831.97435504646,68.8198184533307,-1.2235470255836844,1.216586894588545,1.1857685074210167
2026-04-23 07:30:01.600,3509419.7180903032,779106.2117002169,5250977.685590629,-40836.30456166733,68.47160398556647,1.209753705188632,1.2706269067712128,-0.8401070162653923
2026-04-23 07:30:01.700,3509419.5669266395,779106.348378491,5250977.844189106,-40840.58757041079,67.7773132923679,-1.5116366371512413,1.366782741388306,1.5859847702085972
2026-04-23 07:30:01.800,3509419.610159553,779106.4787186071,5250977.797595612,-40844.91167717829,67.1781834614196,0.43232913594692945,1.3034011609852314,-0.4659349378198385
