Time              Gyro_X     Gyro_Y     Gyro_Z    Accel_X    Accel_Y    Accel_Z
373422.352700   -0.08755   -0.03541    0.35294    0.37019   -0.06384    9.81393
373422.362700    0.06199    0.14301    0.14003    0.37770   -0.06332    9.81783
373422.372700    0.14324   -0.05386    0.13379    0.36959   -0.05812    9.82172
373422.382700    0.16461    0.18564    0.50776    0.37704   -0.06378    9.81106
373422.392700    0.01409   -0.02137    0.31902    0.36534   -0.05940    9.80676
373422.402700    0.23308    0.13379    0.28476    0.37461   -0.06741    9.81217
373422.412700    0.23657    0.20873    0.49509    0.37759   -0.05571    9.81171
373422.422700    0.10319    0.08210    0.24889    0.36629   -0.06450    9.81037
373422.432700    0.19498    0.15693    0.17441    0.36661   -0.06925    9.81184
373422.442700    0.10966   -0.11803    0.38508    0.37051   -0.07512    9.82436
373422.452700   -0.06578    0.22128    0.32676    0.37412   -0.05765    9.81209
373422.462700    0.02527    0.04177    0.36744    0.37301   -0.06099    9.82816
373422.472700    0.15378    0.01381    0.30481    0.36674   -0.06270    9.81463
373422.482700    0.02848    0.12897    0.24219    0.37072   -0.05548    9.81778
373422.492700   -0.07609    0.04899    0.21457    0.37399   -0.07212    9.81328
373422.502700    0.28258    0.16192    0.25531    0.36951   -0.07111    9.81613
373422.512700   -0.09047    0.18587    0.33787    0.37731   -0.06218    9.81140
373422.522700    0.16570    0.05191    0.49532    0.37195   -0.06513    9.80644
373422.532700    0.05031    0.24780    0.15911    0.37080   -0.07098    9.81684
373422.542700   -0.04395    0.15178    0.28407    0.37260   -0.07479    9.81723
373422.552700    0.14736    0.14278    0.30413    0.37016   -0.06789    9.80896
373422.562700    0.05827    0.17487    0.23835    0.36837   -0.06343    9.81785
373422.572700    0.01868   -0.07047    0.23566    0.37476   -0.06663    9.81679
373422.582700   -0.01759    0.23222    0.34206    0.37561   -0.07042    9.81148
373422.592700    0.05540   -0.05993    0.00361    0.37098   -0.06346    9.81641
373422.602700    0.01793    0.00922    0.21211    0.37713   -0.06897    9.81645
373422.612700    0.05214    0.08147    0.25216    0.36231   -0.07108    9.81578
373422.622700    0.25090    0.19257    0.18747    0.37412   -0.06359    9.80643
373422.632700    0.15774    0.06939    0.29639    0.36708   -0.06585    9.80824
373422.642700    0.13808    0.12605    0.20546    0.37881   -0.06541    9.82677
373422.652700    0.10067    0.15659    0.26723    0.36602   -0.06586    9.80789
373422.662700    0.13717    0.17538    0.33633    0.38146   -0.06120    9.81853
373422.672700    0.11207    0.27605    0.25955    0.37807   -0.07464    9.82007
373422.682700    0.12101    0.17492    0.29318    0.37734   -0.06134    9.80462
373422.692700    0.10393    0.18701    0.25651    0.37521   -0.06403    9.80751
373422.702700    0.03398    0.03764    0.29800    0.37052   -0.06627    9.81145
373422.712700    0.01421    0.13619    0.28149    0.38077   -0.05795    9.81101
373422.722700    0.04091    0.07660    0.35443    0.36877   -0.05970    9.81103
373422.732700   -0.01937    0.12765    0.09305    0.36910   -0.06419    9.81572
373422.742700    0.18913    0.10691    0.11866    0.38779   -0.07698    9.81865
373422.752700    0.37466    0.09815    0.16856    0.36775   -0.06661    9.81574
373422.762700    0.07506    0.11390    0.23778    0.38050   -0.07057    9.81504
373422.772700   -0.02779    0.06681    0.30413    0.38095   -0.06931    9.80861
373422.782700    0.12897    0.09895    0.33747    0.36707   -0.06141    9.80891
373422.792700    0.07116    0.06784    0.32046    0.36906   -0.06073    9.80998
373422.802700    0.05775    0.17533    0.01060    0.38083   -0.07238    9.81112
373422.812700    0.13201    0.05128    0.30997    0.37199   -0.06954    9.82110
373422.822700    0.22345   -0.03793    0.13184    0.37786   -0.06011    9.81709
373422.832700    0.05724   -0.00407    0.18449    0.38961   -0.06432    9.82531
373422.842700    0.12084   -0.01650    0.24832    0.37649   -0.06576    9.81821
373422.852700   -0.01381    0.10886    0.40147    0.35901   -0.06495    9.80504
373422.862700    0.06600    0.14616    0.23021    0.37840   -0.06859    9.80504
373422.872700    0.10577    0.21194    0.08858    0.38115   -0.06874    9.82358
373422.882700    0.02871   -0.10181    0.21337    0.37437   -0.05937    9.80782
373422.892700   -0.01679    0.12336    0.01696    0.36761   -0.06105    9.81320
373422.902700    0.01421    0.07007    0.04595    0.37156   -0.07691    9.81082
373422.912700    0.05540    0.14186    0.00527    0.37315   -0.05958    9.82031
373422.922700    0.16404   -0.16071    0.21921    0.36959   -0.05101    9.80633
373422.932700    0.00625   -0.09505    0.20157    0.36201   -0.06802    9.81218
373422.942700    0.02034    0.04503    0.21623    0.37307   -0.07718    9.81974
373422.952700   -0.01197   -0.06589    0.15017    0.36954   -0.06176    9.81712
373422.962700   -0.02172    0.10159    0.11201    0.36912   -0.06835    9.81218
373422.972700    0.10852    0.04859    0.20942    0.36776   -0.06203    9.81284
373422.982700    0.01003    0.03701    0.08388    0.36050   -0.06907    9.81434
373422.992700   -0.00567    0.17126    0.30092    0.37211   -0.06216    9.81070
373423.002700    0.03071    0.16919    0.23119    0.37321   -0.07143    9.81541
373423.012700   -0.02510   -0.03793    0.33953    0.37060   -0.06993    9.81897
373423.022700    0.15395    0.00223    0.33232    0.37772   -0.05543    9.80457
373423.032700    0.09843    0.13487    0.08887    0.36903   -0.06623    9.81145
373423.042700    0.16702    0.18168    0.16421    0.37005   -0.06471    9.82250
373423.052700    0.21045    0.16415    0.31043    0.36377   -0.06029    9.81070
373423.062700    0.07460    0.03386    0.16450    0.37842   -0.06028    9.80604
373423.072700    0.23010    0.10657    0.14318    0.37748   -0.06905    9.82501
373423.082700    0.02785   -0.00745    0.24706    0.37342   -0.06616    9.81893
373423.092700    0.00957    0.23084    0.20575    0.37623   -0.05619    9.82028
373423.102700    0.22941   -0.09654    0.20655    0.37376   -0.05883    9.81316
373423.112700    0.21010   -0.02670    0.20724    0.37371   -0.06118    9.81533
373423.122700    0.17063   -0.22231    0.13338    0.37182   -0.05685    9.81493
373423.132700    0.13218    0.05879    0.37168    0.36636   -0.06888    9.81897
373423.142700    0.08497    0.05684    0.42072    0.37588   -0.06993    9.82502
373423.152700    0.03312    0.08440    0.15264    0.37776   -0.05332    9.82809
373423.162700    0.04297    0.10691    0.28333    0.37071   -0.06274    9.80501
373423.172700   -0.08021    0.17229    0.42072    0.38185   -0.06697    9.80858
373423.182700    0.04589    0.10880    0.30762    0.37594   -0.06069    9.80533
373423.192700    0.09213   -0.13121    0.46381    0.37208   -0.07173    9.80828
373423.202700    0.08755   -0.00361    0.21583    0.36507   -0.07070    9.81185
373423.212700    0.03065    0.10399    0.28069    0.37297   -0.06575    9.81857
373423.222700    0.15080    0.10984    0.48793    0.36572   -0.06294    9.82891
373423.232700    0.00911   -0.09311    0.22861    0.36689   -0.06867    9.81433
373423.242700    0.13293    0.18472    0.41700    0.37426   -0.06950    9.82182
373423.252700    0.02074   -0.05512    0.37827    0.37166   -0.06311    9.81820
373423.262700    0.13659   -0.00315    0.19618    0.37150   -0.05731    9.80424
373423.272700    0.09637    0.19074    0.42932    0.37776   -0.06918    9.81681
373423.282700    0.10686    0.07987    0.34383    0.37262   -0.07156    9.81791
373423.292700    0.08405    0.11092    0.30860    0.36286   -0.05693    9.80996
373423.302700    0.02779    0.13820    0.29404    0.37189   -0.06597    9.81251
373423.312700    0.00602   -0.01770    0.35735    0.38029   -0.06893    9.81752
373423.322700    0.11150    0.05397    0.32951    0.35811   -0.05867    9.81926
373423.332700   -0.03031    0.11385    0.22489    0.37046   -0.06837    9.81111
373423.342700    0.12164    0.22414    0.29656    0.37523   -0.07023    9.82040
373423.352700    0.07930    0.10199    0.46186    0.37150   -0.05924    9.82031
373423.362700    0.03638   -0.08491    0.18558    0.37902   -0.06860    9.81430
373423.372700   -0.06572   -0.03478    0.17808    0.37000   -0.06868    9.81468
373423.382700    0.21400    0.04687    0.19526    0.38238   -0.08530    9.81445
373423.392700    0.01856   -0.10273    0.10227    0.37164   -0.06489    9.80288
373423.402700    0.04343    0.21704    0.42112    0.36107   -0.06769    9.80506
373423.412700    0.10073   -0.02229    0.08864    0.37244   -0.07132    9.82076
373423.422700    0.01495    0.17951    0.30000    0.37389   -0.06785    9.82180
373423.432700   -0.03163    0.00556    0.10170    0.37332   -0.06791    9.81503
373423.442700    0.06755    0.09855    0.35076    0.37052   -0.06716    9.81574
373423.452700    0.00115    0.05999    0.46009    0.37492   -0.06032    9.81104
373423.462700    0.08921   -0.01879    0.37976    0.36118   -0.06628    9.80290
373423.472700   -0.00138    0.16977    0.22042    0.36700   -0.06600    9.80503
373423.482700    0.13321    0.09276    0.21641    0.36467   -0.06308    9.81856
373423.492700    0.11706    0.14209    0.33799    0.37049   -0.06405    9.82070
373423.502700    0.08308    0.09586    0.19945    0.36430   -0.07313    9.81223
373423.512700   -0.00040    0.27674    0.25560    0.36415   -0.07186    9.81186
373423.522700    0.08858    0.26723    0.18157    0.38038   -0.05885    9.82421
373423.532700    0.07809    0.07666    0.28241    0.37847   -0.06032    9.81210
373423.542700    0.12731    0.14496    0.23955    0.37636   -0.07504    9.81615
373423.552700   -0.07689   -0.04784    0.26855    0.36961   -0.06525    9.81073
373423.562700    0.00218   -0.09523    0.31725    0.37275   -0.07290    9.81221
373423.572700    0.06222    0.09081    0.39007    0.37117   -0.06064    9.80997
373423.582700    0.05787    0.14312    0.30825    0.37249   -0.06508    9.82606
373423.592700    0.06595    0.00859    0.17063    0.36119   -0.06172    9.81856
373423.602700    0.00413    0.26070    0.26373    0.36685   -0.06698    9.80896
373423.612700    0.07059    0.09242    0.21452    0.38818   -0.07054    9.81324
373423.622700    0.05787    0.00710    0.12061    0.36818   -0.06958    9.82397
373423.632700    0.15092   -0.00361    0.24448    0.38458   -0.06024    9.80603
373423.642700    0.08858    0.04887    0.11253    0.38439   -0.07413    9.81149
373423.652700    0.00183    0.10565    0.29026    0.36561   -0.06558    9.81467
373423.662700    0.10382    0.25296    0.17704    0.36388   -0.06473    9.81859
373423.672700    0.04389    0.24276    0.36440    0.36454   -0.06353    9.81500
373423.682700    0.05575    0.17137    0.25348    0.37252   -0.05932    9.82351
373423.692700   -0.00034    0.03667    0.16513    0.37881   -0.06718    9.82714
373423.702700    0.17802    0.18822    0.34074    0.37108   -0.06506    9.81251
373423.712700    0.16610    0.19091    0.20609    0.37625   -0.06261    9.81391
373423.722700   -0.00430   -0.00630    0.21818    0.36751   -0.06934    9.82040
373423.732700    0.09505    0.04217    0.20025    0.36849   -0.06312    9.81250
373423.742700   -0.01765   -0.10491    0.23829    0.36822   -0.06462    9.81001
373423.752700    0.06847    0.04228    0.24603    0.37156   -0.06443    9.81251
373423.762700   -0.07729    0.15264    0.17630    0.36148   -0.06490    9.82501
373423.772700    0.15968    0.06165    0.34561    0.37082   -0.06375    9.81285
373423.782700    0.03380    0.19481    0.15292    0.36860   -0.06633    9.81074
373423.792700    0.17613    0.10434    0.27101    0.38044   -0.06708    9.80752
373423.802700    0.20546   -0.00900    0.20076    0.37439   -0.06842    9.81646
373423.812700   -0.03128    0.10491    0.23577    0.37565   -0.07184    9.80543
373423.822700    0.04045    0.00487    0.33312    0.38064   -0.07481    9.81471
373423.832700    0.16679   -0.00395    0.17813    0.37640   -0.05994    9.80033
373423.842700   -0.02040    0.07827    0.41602    0.37439   -0.07310    9.81685
373423.852700    0.03197    0.05924    0.29954    0.37255   -0.06200    9.82497
373423.862700    0.13069    0.06154    0.22976    0.37363   -0.06227    9.82568
373423.872700    0.15476    0.12284    0.38400    0.37226   -0.06499    9.82642
373423.882700    0.06463    0.13201    0.10308    0.37814   -0.07655    9.80260
373423.892700    0.29439    0.02424    0.21870    0.37851   -0.07148    9.81647
373423.902700    0.03988    0.02807    0.17412    0.36578   -0.05966    9.82210
373423.912700    0.09723   -0.00115    0.44439    0.36231   -0.06554    9.81003
373423.922700    0.02991   -0.07924    0.38445    0.36413   -0.07148    9.80615
373423.932700    0.15659    0.00579    0.03633    0.37577   -0.06646    9.81323
373423.942700    0.26081    0.00533    0.25365    0.37121   -0.06542    9.80502
373423.952700    0.04228    0.19584    0.28923    0.37557   -0.05960    9.82066
373423.962700   -0.06411    0.05265    0.07351    0.37886   -0.06792    9.82001
373423.972700   -0.02212    0.06068    0.17131    0.36817   -0.05667    9.81957
373423.982700   -0.05569   -0.03885    0.24700    0.37333   -0.07012    9.80720
373423.992700    0.09901    0.04905    0.30430    0.37262   -0.06544    9.81001
373424.002700   -0.01994   -0.00630    0.37317    0.36226   -0.07010    9.81649
373424.012700    0.07993    0.22133    0.16822    0.36830   -0.06686    9.81753
373424.022700    0.12376    0.13625    0.14708    0.37423   -0.07266    9.81329
373424.032700    0.14479    0.30332    0.28092    0.35884   -0.06058    9.81856
373424.042700    0.06492    0.10565    0.06830    0.38086   -0.05754    9.81029
373424.052700    0.00069    0.14931    0.24087    0.36881   -0.07390    9.80866
373424.062700    0.10434    0.07483    0.09528    0.38128   -0.07060    9.80933
373424.072700    0.04446    0.07408    0.37036    0.37047   -0.05451    9.81706
373424.082700    0.02630    0.11534    0.38102    0.36357   -0.06314    9.81179
373424.092700    0.14232    0.13992    0.13184    0.37398   -0.07572    9.82258
373424.102700    0.15934    0.14662    0.16238    0.36329   -0.06510    9.82108
373424.112700    0.11872    0.14106    0.33191    0.36569   -0.06660    9.80968
373424.122700    0.09259    0.10560    0.17131    0.37228   -0.06924    9.81504
373424.132700    0.05495    0.25159    0.19945    0.37453   -0.06929    9.82253
373424.142700    0.16226   -0.04377    0.28413    0.36342   -0.06657    9.81503
373424.152700    0.02636    0.06171    0.21618    0.37211   -0.06558    9.80324
373424.162700    0.12135   -0.08308    0.24030    0.37236   -0.06028    9.81032
373424.172700    0.10984    0.07609    0.15006    0.36721   -0.07126    9.81970
373424.182700   -0.00642    0.01862    0.17051    0.36987   -0.06585    9.82500
373424.192700    0.07878    0.18965    0.28659    0.35905   -0.06313    9.82429
373424.202700    0.16770    0.22139    0.21950    0.36560   -0.07229    9.81794
373424.212700   -0.05403    0.24419    0.14811    0.37174   -0.05673    9.81672
373424.222700    0.02979    0.05781    0.20810    0.37081   -0.06173    9.81176
373424.232700    0.07191    0.14324    0.18289    0.37431   -0.07170    9.81399
373424.242700    0.19154    0.16295    0.28321    0.37305   -0.04714    9.80701
373424.252700    0.05552   -0.01541    0.21830    0.37364   -0.05134    9.81881
373424.262700   -0.00991    0.02435    0.22070    0.38233   -0.06060    9.82493
373424.272700    0.00304    0.15544    0.23646    0.36805   -0.06379    9.82392
373424.282700    0.03976    0.21050    0.37162    0.37134   -0.06138    9.81212
373424.292700    0.08222    0.15814    0.39975    0.37177   -0.06241    9.80999
373424.302700    0.15504    0.13888    0.21973    0.37847   -0.07021    9.82181
373424.312700    0.10227   -0.04549    0.23835    0.36472   -0.06023    9.82390
373424.322700    0.13281    0.03718    0.20495    0.37384   -0.06515    9.80573
373424.332700   -0.02429    0.22855    0.19567    0.37561   -0.06823    9.82074
373424.342700    0.17836   -0.03896    0.32023    0.37470   -0.07125    9.81755
373424.352700   -0.01656    0.00516    0.31856    0.37239   -0.06701    9.81002
373424.362700    0.07534   -0.02595    0.24912    0.37096   -0.07689    9.80868
373424.372700    0.02544    0.15103    0.19085    0.36294   -0.07306    9.81759
373424.382700    0.06835    0.16713    0.27324    0.37488   -0.06178    9.80962
373424.392700    0.02286    0.08440    0.30751    0.36598   -0.06107    9.81249
373424.402700    0.18380    0.23256    0.26161    0.36588   -0.06789    9.81754
373424.412700    0.17550    0.00458    0.40233    0.36477   -0.06374    9.81857
373424.422700    0.19280    0.03547    0.28373    0.36685   -0.06781    9.81539
373424.432700    0.07872   -0.10840    0.25027    0.36477   -0.06647    9.81253
373424.442700    0.09053    0.20351    0.33237    0.37494   -0.06709    9.81573
373424.452700    0.01954    0.19572    0.16811    0.36973   -0.07594    9.80405
373424.462700    0.12680    0.25520    0.35993    0.36552   -0.07004    9.81470
373424.472700    0.27410    0.27112    0.11912    0.36525   -0.08081    9.82193
373424.482700    0.08795    0.27135    0.28545    0.38181   -0.06120    9.82602
373424.492700    0.20518   -0.03953    0.32189    0.36886   -0.06030    9.81318
373424.502700    0.17063    0.19670    0.25096    0.37418   -0.07097    9.80613
373424.512700    0.19761    0.07002    0.22093    0.37198   -0.06395    9.82141
373424.522700    0.13293    0.01868    0.25875    0.37333   -0.06329    9.82354
373424.532700    0.05793    0.08256    0.38554    0.36054   -0.07286    9.81116
373424.542700    0.01684    0.11133    0.16490    0.37161   -0.07242    9.82041
373424.552700    0.05552    0.14588    0.06526    0.37956   -0.07341    9.82540
373424.562700    0.03191    0.15143    0.25147    0.37824   -0.05486    9.80742
373424.572700    0.08342    0.12926    0.09500    0.36708   -0.06617    9.81395
373424.582700   -0.00625    0.01822    0.25840    0.37441   -0.07064    9.82967
373424.592700    0.07036    0.09746    0.17744    0.36253   -0.05762    9.81424
373424.602700   -0.02939   -0.04114    0.40027    0.36507   -0.06425    9.81572
373424.612700    0.21767   -0.10623    0.38749    0.37760   -0.07049    9.80219
373424.622700    0.08463    0.12393    0.22500    0.37213   -0.06514    9.81572
373424.632700    0.16335    0.03077    0.28201    0.36982   -0.06341    9.80465
373424.642700    0.21406    0.27009    0.32240    0.36900   -0.06810    9.81433
373424.652700    0.11912    0.17086    0.23125    0.38535   -0.08505    9.81016
373424.662700    0.18335    0.16919    0.17028    0.36324   -0.06345    9.81536
373424.672700    0.07345    0.12353    0.30562    0.36914   -0.06481    9.81572
373424.682700    0.12141    0.18037    0.16387    0.36695   -0.06995    9.81577
373424.692700    0.12743    0.09236    0.41517    0.36943   -0.05846    9.82031
373424.702700   -0.03919   -0.11058    0.19160    0.37068   -0.06281    9.81356
373424.712700    0.05942    0.05701    0.18587    0.36676   -0.06965    9.81184
373424.722700    0.13854   -0.10308    0.29060    0.36586   -0.07134    9.81149
373424.732700    0.19687   -0.01089    0.32618    0.36637   -0.05926    9.80926
373424.742700    0.03701    0.06967    0.23400    0.36043   -0.06427    9.80111
373424.752700    0.07042    0.09992    0.14341    0.38549   -0.07337    9.81826
373424.762700   -0.07368    0.15189    0.19223    0.36674   -0.06839    9.81255
373424.772700    0.13373    0.16301    0.07517    0.37490   -0.07138    9.81042
373424.782700    0.05833    0.07964    0.21801    0.37398   -0.06480    9.80965
373424.792700   -0.00298    0.14897    0.20592    0.36886   -0.07280    9.82292
373424.802700    0.18117    0.12066    0.28081    0.36911   -0.06054    9.82175
373424.812700    0.15132    0.14845    0.46793    0.37045   -0.06346    9.80822
373424.822700    0.09545    0.08405    0.14524    0.37615   -0.06955    9.82538
373424.832700    0.22850   -0.04269    0.07277    0.38198   -0.06916    9.81752
373424.842700   -0.13791   -0.04847    0.24305    0.36741   -0.06022    9.80177
373424.852700    0.07391    0.16667    0.04274    0.37077   -0.06563    9.80788
373424.862700   -0.04326    0.16071    0.24786    0.36837   -0.07036    9.81649
373424.872700   -0.01856    0.08703    0.49750    0.36877   -0.06905    9.80827
373424.882700    0.04389    0.02905    0.33908    0.36501   -0.06759    9.81682
373424.892700    0.05306    0.06589    0.20174    0.36784   -0.07373    9.81579
373424.902700   -0.03180   -0.04882    0.18048    0.36312   -0.06449    9.82571
373424.912700    0.12966   -0.02670    0.18804    0.36846   -0.05896    9.81246
373424.922700    0.07151    0.08296    0.16862    0.36544   -0.07367    9.81331
373424.932700    0.12485   -0.00550    0.14759    0.36656   -0.06853    9.81896
373424.942700    0.05621    0.05340    0.33277    0.37504   -0.06204    9.81319
373424.952700    0.04234    0.13493    0.15510    0.37674   -0.07063    9.82039
373424.962700    0.08296    0.09110    0.15246    0.37613   -0.07198    9.82076
373424.972700    0.20460    0.05879    0.13401    0.38298   -0.06773    9.80787
373424.982700    0.14702    0.08027    0.33827    0.38144   -0.06472    9.80965
373424.992700    0.19658    0.22128   -0.00464    0.37142   -0.06047    9.82495
373425.002700    0.16919    0.16243    0.25359    0.37217   -0.06260    9.82283
373425.012700   -0.00498    0.07110    0.20529    0.37674   -0.06096    9.82138
373425.022700    0.16169   -0.00837    0.21050    0.36720   -0.07064    9.80971
373425.032700    0.16845    0.19372    0.36291    0.37278   -0.06472    9.80751
373425.042700    0.17836    0.07998    0.37506    0.37124   -0.06475    9.81072
373425.052700    0.13493    0.31868    0.30584    0.37551   -0.06363    9.81749
373425.062700    0.12399   -0.02361    0.10743    0.37131   -0.07055    9.81862
373425.072700    0.13361    0.11717    0.11402    0.36947   -0.07298    9.81543
373425.082700    0.15859    0.13906    0.24546    0.36215   -0.05384    9.80672
373425.092700    0.14072    0.06641    0.28688    0.37236   -0.06400    9.82284
373425.102700    0.10926   -0.03845    0.21131    0.37407   -0.06859    9.81645
373425.112700    0.18833    0.02893    0.24620    0.36679   -0.06824    9.80433
373425.122700    0.11230    0.13258    0.27158    0.36944   -0.06758    9.81646
373425.132700    0.11929    0.03340    0.20563    0.37126   -0.06823    9.80576
373425.142700    0.05426    0.09620    0.13717    0.36366   -0.06835    9.81255
373425.152700    0.07781   -0.00831    0.19148    0.36998   -0.07336    9.81935
373425.162700    0.14272   -0.07374    0.25290    0.37229   -0.06348    9.80535
373425.172700    0.08881    0.14267    0.19463    0.37634   -0.06948    9.82253
373425.182700    0.08382   -0.01049    0.40124    0.37749   -0.06270    9.81176
373425.192700   -0.05644   -0.00092    0.12668    0.37087   -0.06841    9.80576
373425.202700   -0.03518    0.05294    0.22053    0.39066   -0.07543    9.81791
373425.212700   -0.09534    0.24889    0.38096    0.36797   -0.07358    9.81438
373425.222700    0.02263   -0.04589    0.15206    0.37409   -0.06178    9.81390
373425.232700    0.28487   -0.00871    0.24832    0.36709   -0.06775    9.80790
373425.242700    0.01856    0.01874    0.17412    0.35603   -0.06837    9.82077
373425.252700    0.01197    0.11706    0.09752    0.37085   -0.05981    9.81318
373425.262700    0.18461   -0.02045    0.37534    0.37510   -0.07235    9.80650
373425.272700    0.05300    0.12806    0.07615    0.37297   -0.06748    9.81324
373425.282700    0.00584    0.12960    0.11350    0.36568   -0.06661    9.81146
373425.292700    0.13797    0.10749    0.09597    0.37699   -0.06134    9.80712
373425.302700    0.20243    0.19945    0.06440    0.37487   -0.06563    9.81394
373425.312700   -0.00441    0.18656    0.17172    0.37704   -0.07614    9.82508
373425.322700    0.07798    0.26350    0.19223    0.37273   -0.06516    9.81786
373425.332700    0.05208    0.10181    0.34068    0.36917   -0.07552    9.81438
373425.342700    0.19784    0.09545    0.39735    0.37406   -0.06780    9.81645
373425.352700    0.24717    0.00596    0.21131    0.36675   -0.06490    9.81537
373425.362700    0.14164    0.03913    0.22185    0.37441   -0.07374    9.80722
373425.372700    0.16616    0.20386    0.26333    0.36043   -0.06816    9.81862
373425.382700    0.07202    0.12645    0.20976    0.37381   -0.06063    9.81211
373425.392700    0.15556    0.12244    0.32086    0.36517   -0.05754    9.81031
373425.402700    0.01541   -0.00017    0.26557    0.36578   -0.06901    9.79864
373425.412700    0.05919    0.01197    0.31862    0.37604   -0.06715    9.81573
373425.422700   -0.02372    0.19154   -0.00138    0.36424   -0.06968    9.81970
373425.432700    0.23944    0.17991    0.22597    0.37179   -0.06291    9.82034
373425.442700    0.13144    0.13682    0.37030    0.38031   -0.07400    9.81970
373425.452700    0.15980   -0.07907    0.26081    0.37754   -0.06194    9.82174
373425.462700    0.11981    0.17309    0.14066    0.37488   -0.05653    9.81350
373425.472700    0.03168    0.25531    0.20907    0.36346   -0.06042    9.81534
373425.482700    0.01788   -0.02464    0.40732    0.38179   -0.06819    9.82749
373425.492700    0.11213    0.03587    0.16788    0.37156   -0.06191    9.81997
373425.502700    0.04979    0.05162    0.21440    0.37109   -0.06107    9.81176
373425.512700    0.17802    0.06068    0.18186    0.35773   -0.05955    9.80927
373425.522700    0.05500    0.04051    0.26906    0.36895   -0.05134    9.81776
373425.532700    0.17481    0.01988    0.21910    0.38053   -0.06290    9.81854
373425.542700    0.11958    0.21578    0.20558    0.37244   -0.06434    9.81750
373425.552700    0.02194    0.16054    0.29078    0.37774   -0.06681    9.82321
373425.562700    0.13774   -0.06933    0.38520    0.37076   -0.07371    9.82149
373425.572700    0.09225    0.11585    0.07775    0.37256   -0.06926    9.81290
373425.582700    0.03489    0.11293    0.24992    0.37787   -0.08105    9.80978
373425.592700    0.05735   -0.25376    0.41178    0.36877   -0.07341    9.81757
373425.602700    0.01375    0.01117    0.36320    0.37124   -0.06624    9.80325
373425.612700    0.01071    0.14456    0.30791    0.36725   -0.06384    9.80680
373425.622700   -0.01833    0.12324    0.39213    0.37467   -0.07292    9.80971
373425.632700    0.04440   -0.01215    0.33541    0.38233   -0.06543    9.81641
373425.642700    0.09780    0.02641    0.12754    0.37329   -0.06309    9.80892
373425.652700    0.08199    0.01495    0.17785    0.37546   -0.06731    9.80182
373425.662700    0.11471    0.08990    0.33885    0.37213   -0.06825    9.80826
373425.672700   -0.01266   -0.07786    0.22706    0.37060   -0.05661    9.80958
373425.682700    0.14318    0.16026    0.19418    0.36317   -0.06100    9.81284
373425.692700    0.09746    0.10302    0.29851    0.37157   -0.06130    9.81961
373425.702700    0.09230    0.16100    0.23812    0.36838   -0.05963    9.82103
373425.712700    0.14439   -0.03930    0.29542    0.36716   -0.06164    9.82140
