datetime,X-ECEF,Y-ECEF,Z-ECEF,cdt,std_X,std_Y,std_Z,PDOP,nsats,VX-ECEF,VY-ECEF,VZ-ECEF,cdtdot,std_VX,std_VY,std_VZ,std_V3D
2026-04-23 07:43:07.700,3509418.7878,779162.1415,5250975.0902,,5.082,2.4168,5.6356,7.964146759069674,16,0.7979999994859099,0.5249999999068677,0.9699999913573265,,62.69324799370343,29.70545754571035,69.44591518584804,98.16105484355799
2026-04-23 07:43:07.800,3509418.8676,779162.194,5250975.1872,,3.6712,1.7272,4.058,5.738317983520955,16,0.8869999973103404,0.5579999997280538,1.9919999968260527,,59.11456004234489,28.0076407431972,65.4799283521294,92.55582189144019
2026-04-23 07:43:07.900,3509418.8765,779162.1973,5250975.2894,,3.0197,1.4154,3.3341,4.715736216117267,16,0.07600000128149986,-0.17500000074505806,2.199000008404255,,45.13070955568946,21.192460546147068,49.856871392015755,70.50963731292339
2026-04-23 07:43:08.000,3509418.8752,779162.1765,5250975.4071,,2.6249,1.228,2.8965,4.097291332087578,16,0.08400000166147947,-0.21300000022165477,1.7029999941587448,,38.282106903878734,17.9227715769632,42.253239130272604,59.766894406519064
2026-04-23 07:43:08.100,3509418.8849,779162.176,5250975.4597,,2.353,1.0995,2.5956,3.671872629871576,16,0.6209999974817038,-0.14199999975971878,1.0379999969154596,,33.93782764114403,15.865069334862673,37.440611653657584,52.96485599904903
2026-04-23 07:43:08.200,3509418.9373,779162.1623,5250975.5109,,2.1512,1.0045,2.3724,3.3563318444397,16,1.159999999217689,-0.25399999925866723,1.193000003695488,,30.841283112088576,14.403278828100216,34.014852520626924,48.12119467552733
2026-04-23 07:43:08.300,3509419.0009,779162.1506,5250975.579,,1.9938,0.9304,2.1984,3.1102805596923244,16,1.186000001616776,-0.18299999996088445,1.1539999954402447,,28.4806665827891,13.293377072813364,31.40447587526338,44.43088281814801
2026-04-23 07:43:08.400,3509419.0559,779162.144,5250975.6263,,1.8665,0.8707,2.0577,2.9113690988948826,16,0.9820000035688281,-0.06600000080652535,1.1050000041723251,,26.600103533633092,12.409066725584161,29.326512851002246,41.49210528522263
2026-04-23 07:43:08.500,3509419.0991,779162.144,5250975.6895,,1.7608,0.8211,1.941,2.746288923256255,16,0.8539999974891543,0.04399999976158142,1.4199999999254942,,25.054073401345338,11.684481717217926,27.61785962018056,39.07658988448198
2026-04-23 07:43:08.600,3509419.1413,779162.1484,5250975.7683,,1.6713,0.7792,1.8421,2.6064782254989205,16,0.9929999988526106,0.07900000084191561,1.6579999960958958,,23.75199244274046,11.074307292106354,26.17981520179239,37.04295008500268
2026-04-23 07:43:08.700,3509419.1984,779162.1519,5250975.8553,,1.5941,0.7431,1.7568,2.48589996982984,16,0.921000000089407,0.20600000047124922,1.4940000046044588,,22.637053540600196,10.551705501955597,24.947549318520245,35.30091923732298
2026-04-23 07:43:08.800,3509419.2334,779162.169,5250975.9177,,1.5268,0.7115,1.6824,2.380718431482396,16,0.7450000010430813,0.2689999993890524,1.0170000046491623,,21.665250171645837,10.097738855803312,23.87480917201224,33.78392972997664
2026-04-23 07:43:08.900,3509419.2729,779162.1788,5250975.957,,1.4672,0.6837,1.6167,2.2877588203304997,16,0.9290000004693866,0.1600000006146729,0.9719999972730875,,20.81124667097096,9.69732674503649,22.930646240348306,32.449355478961365
2026-04-23 07:43:09.000,3509419.3263,779162.185,5250976.0149,,1.4142,0.6589,1.5581,2.2049459086335883,16,1.0949999978765845,0.11599999968893826,1.2679999973624945,,20.049932892655775,9.34186945958891,22.09060445076141,31.261240202525553
2026-04-23 07:43:09.100,3509419.3824,779162.1904,5250976.0838,,1.3665,0.6366,1.5054,2.130448537280354,16,1.0970000037923455,0.08899999898858368,1.2480000033974648,,19.367716773022057,9.02342207812535,21.336740378980103,30.195812441462806
2026-04-23 07:43:09.200,3509419.436,779162.1939,5250976.1397,,1.3233,0.6165,1.4577,2.0630279760584926,16,0.9769999980926514,0.0750000006519258,1.0360000003129244,,18.750257224902274,8.734890783518704,20.654759257856288,29.231653100705746
2026-04-23 07:43:09.300,3509419.4801,779162.1979,5250976.1874,,1.2839,0.5981,1.4142,2.001520536991814,16,0.7889999961480498,0.06700000027194619,0.835999995470047,,18.188945269036356,8.473381497371637,20.034631641235634,28.355288554342028
2026-04-23 07:43:09.400,3509419.5149,779162.2006,5250976.2233,,1.2479,0.5813,1.3744,1.9452864724764836,16,0.6900000013411045,0.13900000019930303,0.7369999960064888,,17.674544690033745,8.23318437786984,19.466388802240644,27.552044352461397
2026-04-23 07:43:09.500,3509419.5491,779162.2118,5250976.2611,,1.2147,0.5658,1.3377,1.8934273210239678,16,0.6090000038966537,0.20299999974668026,0.6230000033974648,,17.20275332613939,8.012876761812825,18.944312602995126,26.814695523164158
2026-04-23 07:43:09.600,3509419.5758,779162.2209,5250976.2856,,1.1841,0.5515,1.3038,1.84557294626899,16,0.5599999986588955,0.16699999920092523,0.6000000052154064,,16.76576109217831,7.809587249016429,18.46127996645953,26.132341188649743
2026-04-23 07:43:09.700,3509419.6051,779162.2285,5250976.3211,,1.1556,0.5383,1.2723,1.8010900976908402,16,0.44199999887496233,0.1400000008288771,0.48399999737739563,,16.361416870185785,7.620518748746702,18.013726543944205,25.500247292918555
2026-04-23 07:43:09.800,3509419.62,779162.2349,5250976.334,,1.1291,0.5259,1.243,1.7596836704362522,16,0.21600000094622374,0.09700000053271651,0.20899999886751175,,15.984022804037787,7.444940429580346,17.596677669378387,24.911025430519715
2026-04-23 07:43:09.900,3509419.6267,779162.2382,5250976.342,,1.1043,0.5143,1.2156,1.7209492554982557,16,0.24499999824911356,0.07899999967776239,0.2870000060647726,,15.63215922385644,7.280680325354217,17.2072978994379,24.36111263879382
2026-04-23 07:43:10.000,3509419.6445,779162.2428,5250976.3627,,1.0811,0.5035,1.1899,1.6846814149862281,16,0.4130000015720725,0.1009999995585531,0.4619999974966049,,15.30157877475393,7.1270474251263405,16.84203031109967,23.845064541745323
2026-04-23 07:43:10.100,3509419.668,779162.2483,5250976.3882,,1.0592,0.4934,1.1657,1.6505164918897357,16,0.45799999963492155,0.12600000016391277,0.480999993160367,,14.992247663375894,6.982654867598713,16.49873455753501,23.36093322194128
2026-04-23 07:43:10.200,3509419.6903,779162.2554,5250976.4108,,1.0387,0.4838,1.1429,1.6183882537883176,16,0.3349999990314245,0.15699999989010394,0.38499999791383743,,14.699922210678533,6.847471066021382,16.175272640669768,22.904475938121788
2026-04-23 07:43:10.300,3509419.7015,779162.264,5250976.4267,,1.0193,0.4748,1.1214,1.5880634401685596,16,0.2410000003874302,0.17699999967589974,0.4430000018328428,,14.424626511629336,6.7186671297214895,15.870228794822085,22.47386259635846
2026-04-23 07:43:10.400,3509419.7144,779162.2731,5250976.4551,,1.0009,0.4662,1.1011,1.559347446850765,16,0.23700000252574682,0.19000000087544322,0.5790000036358833,,14.16419690628452,6.597656023164591,15.581492868143282,22.06663678497473
2026-04-23 07:43:10.500,3509419.7252,779162.283,5250976.4846,,0.9835,0.4581,1.0818,1.5321289436597694,16,0.35800000187009573,0.1720000000204891,0.6689999997615814,,13.916524063141628,6.482303602886863,15.307647663831302,21.679805787875498
2026-04-23 07:43:10.600,3509419.7502,779162.2903,5250976.522,,0.9669,0.4504,1.0634,1.5061790497812668,16,0.49399999901652336,0.15699999989010394,0.6199999991804361,,13.682301304970592,6.373328957460143,15.047947501237504,21.313503114223153
2026-04-23 07:43:10.700,3509419.7746,779162.2987,5250976.5466,,0.9512,0.4431,1.046,1.4816325624121522,16,0.5120000010356307,0.16300000017508864,0.5590000003576279,,13.458699974366024,6.269317107947244,14.79958800102219,20.96350989219124
