
Project:     run3
Program:     Inertial Explorer Version 9.00.2207
Profile:     ARLI_IMU_BIASES
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\Users\pleba\Documents\gnss_course\run3\run3.cts
ProcessInfo: run3 by Unknown on 4/24/2026 at 09:32:10

Datum:       ETRS89
Master 1:    Name BUDD00DNK, Status ENABLED
             Antenna height 2.694 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 55 44 19.91720, 12 29 59.84215, 87.941 m [ETRF2000, 2024.003]
Remote:      Antenna height 0.000 m, to L1PC [Generic(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=0.000, y=0.000, z=0.000 m (x-right, y-fwd, z-up)
Body to IMU Rotations:
             xRot=0.000, yRot=0.000, zRot=0.000 degrees

  GPSTime      AccBiasX      AccBiasY      AccBiasZ    GyroDriftX    GyroDriftY    GyroDriftZ
373097.23   2.53259E-03   9.19878E-03   7.02739E-03   7.90046E-02   8.41271E-02   2.57197E-01
373097.23   2.53259E-03   9.19880E-03   7.02739E-03   7.90046E-02   8.41271E-02   2.57197E-01
373097.24   2.53259E-03   9.19881E-03   7.02740E-03   7.90046E-02   8.41271E-02   2.57197E-01
373097.24   2.53259E-03   9.19882E-03   7.02740E-03   7.90046E-02   8.41271E-02   2.57197E-01
373097.25   2.53258E-03   9.19883E-03   7.02740E-03   7.90046E-02   8.41271E-02   2.57197E-01
373097.25   2.53258E-03   9.19884E-03   7.02740E-03   7.90046E-02   8.41271E-02   2.57197E-01
373097.26   2.53258E-03   9.19886E-03   7.02740E-03   7.90046E-02   8.41271E-02   2.57197E-01
373097.26   2.53258E-03   9.19887E-03   7.02740E-03   7.90046E-02   8.41271E-02   2.57197E-01
373097.27   2.53258E-03   9.19888E-03   7.02741E-03   7.90046E-02   8.41271E-02   2.57197E-01
373097.27   2.53257E-03   9.19889E-03   7.02741E-03   7.90047E-02   8.41271E-02   2.57197E-01
373097.28   2.53257E-03   9.19890E-03   7.02741E-03   7.90047E-02   8.41271E-02   2.57197E-01
373097.28   2.53257E-03   9.19891E-03   7.02741E-03   7.90047E-02   8.41271E-02   2.57197E-01
373097.29   2.53257E-03   9.19893E-03   7.02741E-03   7.90047E-02   8.41271E-02   2.57197E-01
373097.29   2.53257E-03   9.19894E-03   7.02742E-03   7.90047E-02   8.41271E-02   2.57197E-01
373097.30   2.53256E-03   9.19895E-03   7.02742E-03   7.90047E-02   8.41271E-02   2.57197E-01
373097.30   2.53256E-03   9.19896E-03   7.02742E-03   7.90047E-02   8.41271E-02   2.57197E-01
373097.31   2.53256E-03   9.19897E-03   7.02742E-03   7.90047E-02   8.41271E-02   2.57197E-01
373097.31   2.53256E-03   9.19898E-03   7.02742E-03   7.90047E-02   8.41272E-02   2.57197E-01
373097.32   2.53255E-03   9.19900E-03   7.02742E-03   7.90047E-02   8.41272E-02   2.57197E-01
373097.32   2.53255E-03   9.19901E-03   7.02743E-03   7.90047E-02   8.41272E-02   2.57197E-01
373097.33   2.53255E-03   9.19902E-03   7.02743E-03   7.90047E-02   8.41272E-02   2.57197E-01
373097.33   2.53255E-03   9.19903E-03   7.02743E-03   7.90047E-02   8.41272E-02   2.57197E-01
373097.34   2.53255E-03   9.19904E-03   7.02743E-03   7.90047E-02   8.41272E-02   2.57197E-01
373097.34   2.53254E-03   9.19905E-03   7.02743E-03   7.90047E-02   8.41272E-02   2.57197E-01
373097.35   2.53254E-03   9.19907E-03   7.02744E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.35   2.53254E-03   9.19908E-03   7.02744E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.36   2.53254E-03   9.19909E-03   7.02744E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.36   2.53253E-03   9.19910E-03   7.02744E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.37   2.53253E-03   9.19911E-03   7.02744E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.37   2.53253E-03   9.19912E-03   7.02744E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.38   2.53253E-03   9.19914E-03   7.02745E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.38   2.53252E-03   9.19915E-03   7.02745E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.39   2.53252E-03   9.19916E-03   7.02745E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.39   2.53252E-03   9.19917E-03   7.02745E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.40   2.53252E-03   9.19918E-03   7.02745E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.40   2.53251E-03   9.19919E-03   7.02746E-03   7.90048E-02   8.41272E-02   2.57197E-01
373097.41   2.53251E-03   9.19920E-03   7.02746E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.41   2.53251E-03   9.19922E-03   7.02746E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.42   2.53251E-03   9.19923E-03   7.02746E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.42   2.53250E-03   9.19924E-03   7.02746E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.43   2.53250E-03   9.19925E-03   7.02747E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.43   2.53250E-03   9.19926E-03   7.02747E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.44   2.53250E-03   9.19927E-03   7.02747E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.44   2.53249E-03   9.19928E-03   7.02747E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.45   2.53249E-03   9.19930E-03   7.02747E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.45   2.53249E-03   9.19931E-03   7.02748E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.46   2.53248E-03   9.19932E-03   7.02748E-03   7.90049E-02   8.41272E-02   2.57197E-01
373097.46   2.53248E-03   9.19933E-03   7.02748E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.47   2.53248E-03   9.19934E-03   7.02748E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.47   2.53248E-03   9.19935E-03   7.02748E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.48   2.53247E-03   9.19937E-03   7.02748E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.48   2.53247E-03   9.19938E-03   7.02749E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.49   2.53247E-03   9.19939E-03   7.02749E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.49   2.53247E-03   9.19940E-03   7.02749E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.50   2.53246E-03   9.19941E-03   7.02749E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.50   2.53246E-03   9.19942E-03   7.02749E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.51   2.53246E-03   9.19943E-03   7.02750E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.51   2.53245E-03   9.19945E-03   7.02750E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.52   2.53245E-03   9.19946E-03   7.02750E-03   7.90050E-02   8.41272E-02   2.57197E-01
373097.52   2.53245E-03   9.19947E-03   7.02750E-03   7.90051E-02   8.41272E-02   2.57198E-01
373097.53   2.53244E-03   9.19948E-03   7.02750E-03   7.90051E-02   8.41272E-02   2.57198E-01
373097.53   2.53244E-03   9.19949E-03   7.02751E-03   7.90051E-02   8.41272E-02   2.57198E-01
373097.54   2.53244E-03   9.19950E-03   7.02751E-03   7.90051E-02   8.41272E-02   2.57198E-01
373097.54   2.53244E-03   9.19951E-03   7.02751E-03   7.90051E-02   8.41272E-02   2.57198E-01
373097.55   2.53243E-03   9.19952E-03   7.02751E-03   7.90051E-02   8.41272E-02   2.57198E-01
373097.55   2.53243E-03   9.19954E-03   7.02751E-03   7.90051E-02   8.41272E-02   2.57198E-01
373097.56   2.53243E-03   9.19955E-03   7.02752E-03   7.90051E-02   8.41272E-02   2.57198E-01
373097.56   2.53242E-03   9.19956E-03   7.02752E-03   7.90051E-02   8.41272E-02   2.57198E-01
373097.57   2.53242E-03   9.19957E-03   7.02752E-03   7.90052E-02   8.41272E-02   2.57198E-01
373097.57   2.53242E-03   9.19958E-03   7.02752E-03   7.90052E-02   8.41272E-02   2.57198E-01
373097.58   2.53241E-03   9.19959E-03   7.02752E-03   7.90052E-02   8.41272E-02   2.57198E-01
373097.58   2.53241E-03   9.19960E-03   7.02753E-03   7.90052E-02   8.41272E-02   2.57198E-01
373097.59   2.53241E-03   9.19961E-03   7.02753E-03   7.90052E-02   8.41272E-02   2.57198E-01
373097.59   2.53240E-03   9.19963E-03   7.02753E-03   7.90052E-02   8.41273E-02   2.57198E-01
373097.60   2.53240E-03   9.19964E-03   7.02753E-03   7.90052E-02   8.41273E-02   2.57198E-01
373097.60   2.53240E-03   9.19965E-03   7.02753E-03   7.90052E-02   8.41273E-02   2.57198E-01
373097.61   2.53240E-03   9.19966E-03   7.02754E-03   7.90052E-02   8.41273E-02   2.57198E-01
373097.61   2.53239E-03   9.19967E-03   7.02754E-03   7.90052E-02   8.41273E-02   2.57198E-01
373097.62   2.53239E-03   9.19968E-03   7.02754E-03   7.90052E-02   8.41273E-02   2.57198E-01
373097.62   2.53238E-03   9.19969E-03   7.02754E-03   7.90053E-02   8.41273E-02   2.57198E-01
373097.63   2.53238E-03   9.19970E-03   7.02755E-03   7.90053E-02   8.41273E-02   2.57198E-01
373097.63   2.53238E-03   9.19971E-03   7.02755E-03   7.90053E-02   8.41273E-02   2.57198E-01
373097.64   2.53237E-03   9.19973E-03   7.02755E-03   7.90053E-02   8.41273E-02   2.57198E-01
373097.64   2.53237E-03   9.19974E-03   7.02755E-03   7.90053E-02   8.41273E-02   2.57198E-01
373097.65   2.53237E-03   9.19975E-03   7.02755E-03   7.90053E-02   8.41273E-02   2.57198E-01
373097.65   2.53236E-03   9.19976E-03   7.02756E-03   7.90053E-02   8.41273E-02   2.57198E-01
373097.66   2.53236E-03   9.19977E-03   7.02756E-03   7.90053E-02   8.41273E-02   2.57198E-01
373097.66   2.53236E-03   9.19978E-03   7.02756E-03   7.90053E-02   8.41273E-02   2.57198E-01
373097.67   2.53235E-03   9.19979E-03   7.02756E-03   7.90054E-02   8.41273E-02   2.57198E-01
373097.67   2.53235E-03   9.19980E-03   7.02756E-03   7.90054E-02   8.41273E-02   2.57198E-01
373097.68   2.53235E-03   9.19981E-03   7.02757E-03   7.90054E-02   8.41273E-02   2.57198E-01
373097.68   2.53234E-03   9.19982E-03   7.02757E-03   7.90054E-02   8.41273E-02   2.57198E-01
373097.69   2.53234E-03   9.19984E-03   7.02757E-03   7.90054E-02   8.41273E-02   2.57198E-01
373097.69   2.53234E-03   9.19985E-03   7.02757E-03   7.90054E-02   8.41273E-02   2.57198E-01
373097.70   2.53233E-03   9.19986E-03   7.02757E-03   7.90054E-02   8.41273E-02   2.57198E-01
373097.70   2.53233E-03   9.19987E-03   7.02758E-03   7.90054E-02   8.41273E-02   2.57198E-01
373097.71   2.53233E-03   9.19988E-03   7.02758E-03   7.90054E-02   8.41273E-02   2.57198E-01
373097.71   2.53232E-03   9.19989E-03   7.02758E-03   7.90055E-02   8.41273E-02   2.57198E-01
373097.72   2.53232E-03   9.19990E-03   7.02758E-03   7.90055E-02   8.41273E-02   2.57198E-01
373097.72   2.53231E-03   9.19991E-03   7.02759E-03   7.90055E-02   8.41273E-02   2.57198E-01
373097.73   2.53231E-03   9.19992E-03   7.02759E-03   7.90055E-02   8.41273E-02   2.57198E-01
373097.73   2.53231E-03   9.19993E-03   7.02759E-03   7.90055E-02   8.41273E-02   2.57198E-01
373097.74   2.53230E-03   9.19994E-03   7.02759E-03   7.90055E-02   8.41273E-02   2.57198E-01
373097.74   2.53230E-03   9.19996E-03   7.02759E-03   7.90055E-02   8.41273E-02   2.57199E-01
373097.75   2.53230E-03   9.19997E-03   7.02760E-03   7.90055E-02   8.41273E-02   2.57199E-01
373097.75   2.53229E-03   9.19998E-03   7.02760E-03   7.90055E-02   8.41273E-02   2.57199E-01
373097.76   2.53229E-03   9.19999E-03   7.02760E-03   7.90056E-02   8.41273E-02   2.57199E-01
373097.76   2.53228E-03   9.20000E-03   7.02760E-03   7.90056E-02   8.41274E-02   2.57199E-01
373097.77   2.53228E-03   9.20001E-03   7.02761E-03   7.90056E-02   8.41274E-02   2.57199E-01
373097.77   2.53228E-03   9.20002E-03   7.02761E-03   7.90056E-02   8.41274E-02   2.57199E-01
373097.78   2.53227E-03   9.20003E-03   7.02761E-03   7.90056E-02   8.41274E-02   2.57199E-01
373097.78   2.53227E-03   9.20004E-03   7.02761E-03   7.90056E-02   8.41274E-02   2.57199E-01
373097.79   2.53227E-03   9.20005E-03   7.02761E-03   7.90056E-02   8.41274E-02   2.57199E-01
373097.79   2.53226E-03   9.20006E-03   7.02762E-03   7.90056E-02   8.41274E-02   2.57199E-01
373097.80   2.53226E-03   9.20007E-03   7.02762E-03   7.90057E-02   8.41274E-02   2.57199E-01
373097.80   2.53225E-03   9.20008E-03   7.02762E-03   7.90057E-02   8.41274E-02   2.57199E-01
373097.81   2.53225E-03   9.20010E-03   7.02762E-03   7.90057E-02   8.41274E-02   2.57199E-01
373097.81   2.53225E-03   9.20011E-03   7.02763E-03   7.90057E-02   8.41274E-02   2.57199E-01
373097.82   2.53224E-03   9.20012E-03   7.02763E-03   7.90057E-02   8.41274E-02   2.57199E-01
373097.82   2.53224E-03   9.20013E-03   7.02763E-03   7.90057E-02   8.41274E-02   2.57199E-01
373097.83   2.53223E-03   9.20014E-03   7.02763E-03   7.90057E-02   8.41274E-02   2.57199E-01
373097.83   2.53223E-03   9.20015E-03   7.02764E-03   7.90057E-02   8.41274E-02   2.57199E-01
373097.84   2.53222E-03   9.20016E-03   7.02764E-03   7.90057E-02   8.41274E-02   2.57199E-01
373097.84   2.53222E-03   9.20017E-03   7.02764E-03   7.90058E-02   8.41274E-02   2.57199E-01
373097.85   2.53222E-03   9.20018E-03   7.02764E-03   7.90058E-02   8.41274E-02   2.57199E-01
373097.85   2.53221E-03   9.20019E-03   7.02764E-03   7.90058E-02   8.41274E-02   2.57199E-01
373097.86   2.53221E-03   9.20020E-03   7.02765E-03   7.90058E-02   8.41274E-02   2.57199E-01
373097.86   2.53220E-03   9.20021E-03   7.02765E-03   7.90058E-02   8.41274E-02   2.57199E-01
373097.87   2.53220E-03   9.20022E-03   7.02765E-03   7.90058E-02   8.41274E-02   2.57199E-01
373097.87   2.53220E-03   9.20023E-03   7.02765E-03   7.90058E-02   8.41274E-02   2.57199E-01
373097.88   2.53219E-03   9.20024E-03   7.02766E-03   7.90058E-02   8.41274E-02   2.57199E-01
373097.88   2.53219E-03   9.20026E-03   7.02766E-03   7.90059E-02   8.41274E-02   2.57200E-01
373097.89   2.53218E-03   9.20027E-03   7.02766E-03   7.90059E-02   8.41274E-02   2.57200E-01
373097.89   2.53218E-03   9.20028E-03   7.02766E-03   7.90059E-02   8.41274E-02   2.57200E-01
373097.90   2.53217E-03   9.20029E-03   7.02767E-03   7.90059E-02   8.41274E-02   2.57200E-01
373097.90   2.53217E-03   9.20030E-03   7.02767E-03   7.90059E-02   8.41274E-02   2.57200E-01
373097.91   2.53217E-03   9.20031E-03   7.02767E-03   7.90059E-02   8.41274E-02   2.57200E-01
373097.91   2.53216E-03   9.20032E-03   7.02767E-03   7.90059E-02   8.41274E-02   2.57200E-01
373097.92   2.53216E-03   9.20033E-03   7.02767E-03   7.90060E-02   8.41275E-02   2.57200E-01
373097.92   2.53215E-03   9.20034E-03   7.02768E-03   7.90060E-02   8.41275E-02   2.57200E-01
373097.93   2.53215E-03   9.20035E-03   7.02768E-03   7.90060E-02   8.41275E-02   2.57200E-01
373097.93   2.53214E-03   9.20036E-03   7.02768E-03   7.90060E-02   8.41275E-02   2.57200E-01
373097.94   2.53214E-03   9.20037E-03   7.02768E-03   7.90060E-02   8.41275E-02   2.57200E-01
373097.94   2.53213E-03   9.20038E-03   7.02769E-03   7.90060E-02   8.41275E-02   2.57200E-01
373097.95   2.53213E-03   9.20039E-03   7.02769E-03   7.90060E-02   8.41275E-02   2.57200E-01
373097.95   2.53212E-03   9.20040E-03   7.02769E-03   7.90061E-02   8.41275E-02   2.57200E-01
373097.96   2.53212E-03   9.20041E-03   7.02769E-03   7.90061E-02   8.41275E-02   2.57200E-01
373097.96   2.53212E-03   9.20042E-03   7.02770E-03   7.90061E-02   8.41275E-02   2.57200E-01
373097.97   2.53211E-03   9.20043E-03   7.02770E-03   7.90061E-02   8.41275E-02   2.57200E-01
373097.97   2.53211E-03   9.20044E-03   7.02770E-03   7.90061E-02   8.41275E-02   2.57200E-01
373097.98   2.53210E-03   9.20045E-03   7.02770E-03   7.90061E-02   8.41275E-02   2.57200E-01
373097.98   2.53210E-03   9.20046E-03   7.02771E-03   7.90061E-02   8.41275E-02   2.57200E-01
373097.99   2.53209E-03   9.20048E-03   7.02771E-03   7.90062E-02   8.41275E-02   2.57201E-01
373097.99   2.53209E-03   9.20049E-03   7.02771E-03   7.90062E-02   8.41275E-02   2.57201E-01
373098.00   2.53208E-03   9.20050E-03   7.02771E-03   7.90062E-02   8.41275E-02   2.57201E-01
373098.00   2.53208E-03   9.20051E-03   7.02772E-03   7.90062E-02   8.41275E-02   2.57201E-01
373098.01   2.53207E-03   9.20052E-03   7.02772E-03   7.90062E-02   8.41275E-02   2.57201E-01
373098.01   2.53207E-03   9.20053E-03   7.02772E-03   7.90062E-02   8.41275E-02   2.57201E-01
373098.02   2.53206E-03   9.20054E-03   7.02772E-03   7.90062E-02   8.41275E-02   2.57201E-01
373098.02   2.53206E-03   9.20055E-03   7.02773E-03   7.90062E-02   8.41275E-02   2.57201E-01
373098.03   2.53205E-03   9.20056E-03   7.02773E-03   7.90063E-02   8.41275E-02   2.57201E-01
373098.03   2.53205E-03   9.20057E-03   7.02773E-03   7.90063E-02   8.41275E-02   2.57201E-01
373098.04   2.53204E-03   9.20058E-03   7.02773E-03   7.90063E-02   8.41275E-02   2.57201E-01
373098.04   2.53204E-03   9.20059E-03   7.02774E-03   7.90063E-02   8.41276E-02   2.57201E-01
373098.05   2.53203E-03   9.20060E-03   7.02774E-03   7.90063E-02   8.41276E-02   2.57201E-01
373098.05   2.53203E-03   9.20061E-03   7.02774E-03   7.90063E-02   8.41276E-02   2.57201E-01
373098.06   2.53202E-03   9.20062E-03   7.02774E-03   7.90063E-02   8.41276E-02   2.57201E-01
373098.06   2.53202E-03   9.20063E-03   7.02775E-03   7.90064E-02   8.41276E-02   2.57201E-01
373098.07   2.53201E-03   9.20064E-03   7.02775E-03   7.90064E-02   8.41276E-02   2.57201E-01
373098.07   2.53201E-03   9.20065E-03   7.02775E-03   7.90064E-02   8.41276E-02   2.57201E-01
373098.08   2.53200E-03   9.20066E-03   7.02775E-03   7.90064E-02   8.41276E-02   2.57201E-01
373098.08   2.53200E-03   9.20067E-03   7.02776E-03   7.90064E-02   8.41276E-02   2.57201E-01
373098.09   2.53199E-03   9.20068E-03   7.02776E-03   7.90064E-02   8.41276E-02   2.57201E-01
373098.09   2.53199E-03   9.20069E-03   7.02776E-03   7.90064E-02   8.41276E-02   2.57201E-01
373098.10   2.53198E-03   9.20070E-03   7.02776E-03   7.90064E-02   8.41276E-02   2.57202E-01
373098.10   2.53198E-03   9.20071E-03   7.02777E-03   7.90065E-02   8.41276E-02   2.57202E-01
373098.11   2.53197E-03   9.20072E-03   7.02777E-03   7.90065E-02   8.41276E-02   2.57202E-01
373098.11   2.53197E-03   9.20073E-03   7.02777E-03   7.90065E-02   8.41276E-02   2.57202E-01
373098.12   2.53196E-03   9.20074E-03   7.02777E-03   7.90065E-02   8.41276E-02   2.57202E-01
373098.12   2.53196E-03   9.20075E-03   7.02778E-03   7.90065E-02   8.41276E-02   2.57202E-01
373098.13   2.53195E-03   9.20076E-03   7.02778E-03   7.90065E-02   8.41276E-02   2.57202E-01
373098.13   2.53194E-03   9.20077E-03   7.02778E-03   7.90065E-02   8.41276E-02   2.57202E-01
373098.14   2.53194E-03   9.20078E-03   7.02779E-03   7.90066E-02   8.41276E-02   2.57202E-01
373098.14   2.53193E-03   9.20079E-03   7.02779E-03   7.90066E-02   8.41276E-02   2.57202E-01
373098.15   2.53193E-03   9.20080E-03   7.02779E-03   7.90066E-02   8.41276E-02   2.57202E-01
373098.15   2.53192E-03   9.20081E-03   7.02779E-03   7.90066E-02   8.41276E-02   2.57202E-01
373098.16   2.53192E-03   9.20082E-03   7.02780E-03   7.90066E-02   8.41276E-02   2.57202E-01
373098.16   2.53191E-03   9.20083E-03   7.02780E-03   7.90066E-02   8.41276E-02   2.57202E-01
373098.17   2.53191E-03   9.20084E-03   7.02780E-03   7.90066E-02   8.41276E-02   2.57202E-01
373098.17   2.53190E-03   9.20085E-03   7.02780E-03   7.90067E-02   8.41276E-02   2.57202E-01
373098.18   2.53190E-03   9.20086E-03   7.02781E-03   7.90067E-02   8.41277E-02   2.57202E-01
373098.18   2.53189E-03   9.20087E-03   7.02781E-03   7.90067E-02   8.41277E-02   2.57202E-01
373098.19   2.53188E-03   9.20088E-03   7.02781E-03   7.90067E-02   8.41277E-02   2.57202E-01
373098.19   2.53188E-03   9.20088E-03   7.02781E-03   7.90067E-02   8.41277E-02   2.57202E-01
373098.20   2.53187E-03   9.20090E-03   7.02782E-03   7.90067E-02   8.41277E-02   2.57203E-01
373098.20   2.53187E-03   9.20090E-03   7.02782E-03   7.90067E-02   8.41277E-02   2.57203E-01
373098.21   2.53186E-03   9.20091E-03   7.02782E-03   7.90068E-02   8.41277E-02   2.57203E-01
373098.21   2.53186E-03   9.20092E-03   7.02783E-03   7.90068E-02   8.41277E-02   2.57203E-01
373098.22   2.53185E-03   9.20093E-03   7.02783E-03   7.90068E-02   8.41277E-02   2.57203E-01
373098.22   2.53184E-03   9.20094E-03   7.02783E-03   7.90068E-02   8.41277E-02   2.57203E-01
373098.23   2.53184E-03   9.20095E-03   7.02783E-03   7.90068E-02   8.41277E-02   2.57203E-01
373098.23   2.53183E-03   9.20096E-03   7.02784E-03   7.90068E-02   8.41277E-02   2.57203E-01
373098.24   2.53183E-03   9.20097E-03   7.02784E-03   7.90068E-02   8.41277E-02   2.57203E-01
373098.24   2.53182E-03   9.20098E-03   7.02784E-03   7.90068E-02   8.41277E-02   2.57203E-01
373098.25   2.53181E-03   9.20099E-03   7.02785E-03   7.90069E-02   8.41277E-02   2.57203E-01
373098.25   2.53181E-03   9.20100E-03   7.02785E-03   7.90069E-02   8.41277E-02   2.57203E-01
373098.26   2.53180E-03   9.20101E-03   7.02785E-03   7.90069E-02   8.41277E-02   2.57203E-01
373098.26   2.53180E-03   9.20102E-03   7.02785E-03   7.90069E-02   8.41277E-02   2.57203E-01
373098.27   2.53179E-03   9.20103E-03   7.02786E-03   7.90069E-02   8.41277E-02   2.57203E-01
373098.27   2.53178E-03   9.20104E-03   7.02786E-03   7.90069E-02   8.41277E-02   2.57203E-01
373098.28   2.53178E-03   9.20105E-03   7.02786E-03   7.90069E-02   8.41277E-02   2.57203E-01
373098.28   2.53177E-03   9.20106E-03   7.02787E-03   7.90070E-02   8.41277E-02   2.57203E-01
373098.29   2.53177E-03   9.20107E-03   7.02787E-03   7.90070E-02   8.41277E-02   2.57203E-01
373098.29   2.53176E-03   9.20108E-03   7.02787E-03   7.90070E-02   8.41277E-02   2.57203E-01
373098.30   2.53175E-03   9.20109E-03   7.02787E-03   7.90070E-02   8.41278E-02   2.57203E-01
373098.30   2.53175E-03   9.20110E-03   7.02788E-03   7.90070E-02   8.41278E-02   2.57204E-01
373098.31   2.53174E-03   9.20110E-03   7.02788E-03   7.90070E-02   8.41278E-02   2.57204E-01
373098.31   2.53173E-03   9.20111E-03   7.02788E-03   7.90070E-02   8.41278E-02   2.57204E-01
373098.32   2.53173E-03   9.20112E-03   7.02789E-03   7.90070E-02   8.41278E-02   2.57204E-01
373098.32   2.53172E-03   9.20113E-03   7.02789E-03   7.90071E-02   8.41278E-02   2.57204E-01
